analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-CasementWindows,cost-estimates|byAttribute|Opt-DWHRSystem,cost-estimates|byAttribute|Opt-GenericWall_1Layer_definitions,cost-estimates|byAttribute|Opt-HVACSystem,cost-estimates|byAttribute|Opt-HRVonly,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CasementWindows,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHRSystem,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-GenericWall_1Layer_definitions,input|Opt-H2K-PV,input|Opt-HRVonly,input|Opt-HRVspec,input|Opt-HVACSystem,input|Opt-Location,input|Opt-MainWall,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-WindowDistribution,input|Run-Locale,input|Run-Region,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|Gross-HeatLoss-GJ,output|HDDs,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 3,61.14,62.3,0.0,3.87,2.835,0.0,12.163,189.542,0.0,0.0,94.482,16.727,OTTAWA,ONTARIO,Attic/gable,185.7,SW,S-1007,Two,Rowhouse-endunit,484.1,OTTAWA,0.0,0.0,5.5,3.5,0.0,3.5,4.3,0.0,0.0,0.0,0.486,0.644,0.0,0.644,0.564,0.0,0.0,0.0,0.506,0.46,0.0,0.46,0.48,0.0,Zone 6,,Natural gas,ERS-1211.H2K,sim-194.choices,HTAP-options.json,General,HTAP-work-33,194,HTAP-sim-194,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,32.5,2.4,0.0,3.7,20.6,32.5,0,25.6,85.3,2.3,17993.9,551.8,0.0,0.0,0.0,66,4500,2.88,6.32,88.4,1.0,3354.1,4568.2,0.0,2994.2,48.6,10.5,3039.16,435.05,3474.21,0.0,0.0,0.0,3474.21,0.0,true,1,1,6.324428,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,61.14,62.3,0.0,3.87,2.835,0.0,12.163,191.214,0.0,0.0,99.665,13.216,OTTAWA,ONTARIO,Attic/gable,185.7,SW,S-1007,Two,Rowhouse-endunit,484.1,OTTAWA,0.0,0.0,5.2,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.479,0.0,0.0,0.0,0.569,0.0,0.0,0.0,0.359,0.0,0.0,0.0,0.222,0.0,Zone 6,,Natural gas,ERS-1211.H2K,sim-195.choices,HTAP-options.json,General,HTAP-work-34,195,HTAP-sim-195,Details in JSON output,0.0,0.0,0.0,3215.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3215.89,0.0,0,Details in JSON output,Details in JSON output,true,3215.89,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,35.5,2.0,0.0,2.8,20.5,35.5,0,25.6,87.0,2.3,18459.6,551.7,0.0,0.0,0.0,64,4500,3.068,6.4,91.4,1.0,2194.8,4376.7,0.0,3065.2,53.2,6.0,3110.22,435.02,3545.24,0.0,0.0,0.0,3545.24,0.0,true,1,1,6.40148,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,61.14,62.3,0.0,3.87,2.835,0.0,12.163,189.542,0.0,0.0,94.482,16.727,OTTAWA,ONTARIO,Attic/gable,185.7,SW,S-1007,Two,Rowhouse-endunit,484.1,OTTAWA,0.0,0.0,5.5,3.5,0.0,3.5,4.3,0.0,0.0,0.0,0.484,0.606,0.0,0.606,0.54,0.0,0.0,0.0,0.351,0.186,0.0,0.186,0.257,0.0,Zone 6,,Natural gas,ERS-1211.H2K,sim-196.choices,HTAP-options.json,General,HTAP-work-35,196,HTAP-sim-196,Details in JSON output,0.0,0.0,0.0,4303.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4303.42,0.0,0,Details in JSON output,Details in JSON output,true,4303.42,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,37.1,2.1,0.0,2.9,20.6,37.1,0,25.6,88.9,2.3,18973.2,551.8,0.0,0.0,0.0,67,4500,2.835,6.02,94.1,1.0,2434.7,4617.3,0.0,3143.7,55.5,6.8,3188.6,435.05,3623.65,0.0,0.0,0.0,3623.65,0.0,true,1,1,6.020214,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,61.14,62.3,0.0,3.87,2.835,0.0,12.163,191.214,0.0,0.0,99.665,13.216,OTTAWA,ONTARIO,Attic/gable,185.7,SW,S-1007,Two,Rowhouse-endunit,484.1,OTTAWA,0.0,0.0,5.2,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.479,0.0,0.0,0.0,0.569,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.283,0.0,Zone 6,,Natural gas,ERS-1211.H2K,sim-197.choices,HTAP-options.json,General,HTAP-work-36,197,HTAP-sim-197,Details in JSON output,0.0,0.0,0.0,3215.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3215.89,0.0,0,Details in JSON output,Details in JSON output,true,3215.89,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,34.5,2.1,0.0,2.9,20.5,34.5,0,25.6,86.2,2.3,18225.5,551.6,0.0,0.0,0.0,64,4500,3.068,6.27,90.1,1.0,2355.9,4376.7,0.0,3029.5,51.7,6.6,3074.5,435.0,3509.49,0.0,0.0,0.0,3509.49,0.0,true,1,1,6.27439,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,61.14,62.3,0.0,3.87,2.835,0.0,12.163,189.542,0.0,0.0,94.482,16.727,OTTAWA,ONTARIO,Attic/gable,185.7,SW,S-1007,Two,Rowhouse-endunit,484.1,OTTAWA,0.0,0.0,5.5,3.5,0.0,3.5,4.3,0.0,0.0,0.0,0.484,0.606,0.0,0.606,0.54,0.0,0.0,0.0,0.394,0.255,0.0,0.255,0.313,0.0,Zone 6,,Natural gas,ERS-1211.H2K,sim-198.choices,HTAP-options.json,General,HTAP-work-37,198,HTAP-sim-198,Details in JSON output,0.0,0.0,0.0,4303.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4303.42,0.0,0,Details in JSON output,Details in JSON output,true,4303.42,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,35.9,2.2,0.0,3.1,20.6,35.9,0,25.6,87.9,2.3,18712.4,551.8,0.0,0.0,0.0,67,4500,2.835,5.2,92.6,1.0,2671.4,4617.3,0.0,3103.9,53.8,7.6,3148.8,435.05,3583.85,0.0,0.0,0.0,3583.85,0.0,true,1,1,5.204642,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,53.7,78.689,0.0,4.497,1.27,17.745,14.102,245.218,0.0,0.0,115.212,14.973,OTTAWA,ONTARIO,Attic/gable,193.4,N,A-1003,Two,Rowhouse-endunit,539.4,OTTAWA,2.9,4.4,0.0,0.0,7.6,0.0,0.0,0.0,0.776,0.727,0.0,0.0,0.728,0.0,0.0,0.0,0.452,0.44,0.0,0.0,0.461,0.0,0.0,0.0,Zone 6,,Natural gas,ERS-1261.H2K,sim-199.choices,HTAP-options.json,General,HTAP-work-38,199,HTAP-sim-199,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,26.4,1.3,0.0,2.6,19.7,26.4,0,25.6,72.7,2.1,15806.8,530.2,0.0,0.0,0.0,59,4500,3.351,6.47,73.1,1.0,2655.8,6139.4,0.0,2655.1,37.9,3.5,2705.4,429.65,3135.05,0.0,0.0,0.0,3135.05,0.0,true,1,1,6.473531,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,53.7,78.689,0.0,4.497,1.27,17.745,14.102,244.25,0.0,0.0,109.73,19.487,OTTAWA,ONTARIO,Attic/gable,193.4,N,A-1003,Two,Rowhouse-endunit,539.4,OTTAWA,4.6,4.8,0.0,0.0,5.6,0.0,0.0,4.6,0.897,0.795,0.0,0.0,0.764,0.0,0.0,0.812,0.504,0.499,0.0,0.0,0.484,0.0,0.0,0.509,Zone 6,,Natural gas,ERS-1261.H2K,sim-200.choices,HTAP-options.json,General,HTAP-work-39,200,HTAP-sim-200,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,26.0,1.5,0.0,2.8,19.8,26.0,0,25.6,72.6,2.1,15779.7,530.4,0.0,0.0,0.0,60,4500,3.248,7.45,72.8,1.0,3622.4,6251.9,0.0,2651.0,37.3,4.6,2701.27,429.7,3130.97,0.0,0.0,0.0,3130.97,0.0,true,1,1,7.447211,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,53.7,78.689,0.0,4.497,1.27,17.745,14.102,245.218,0.0,0.0,115.212,14.973,OTTAWA,ONTARIO,Attic/gable,193.4,N,A-1003,Two,Rowhouse-endunit,539.4,OTTAWA,2.9,4.4,0.0,0.0,7.6,0.0,0.0,0.0,0.606,0.604,0.0,0.0,0.606,0.0,0.0,0.0,0.183,0.191,0.0,0.0,0.21,0.0,0.0,0.0,Zone 6,,Natural gas,ERS-1261.H2K,sim-201.choices,HTAP-options.json,General,HTAP-work-0,201,HTAP-sim-201,Details in JSON output,0.0,0.0,0.0,4245.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4245.05,0.0,0,Details in JSON output,Details in JSON output,true,4245.05,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,33.3,1.0,0.0,2.3,19.8,33.3,0,25.6,78.8,2.1,17621.8,530.4,0.0,0.0,0.0,61,4500,3.161,5.15,82.5,1.0,2066.9,6346.0,0.0,2932.1,47.8,2.4,2982.37,429.68,3412.05,0.0,0.0,0.0,3412.05,0.0,true,1,1,5.146602,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,53.7,78.689,0.0,4.497,1.27,17.745,14.102,244.25,0.0,0.0,109.73,19.487,OTTAWA,ONTARIO,Attic/gable,193.4,N,A-1003,Two,Rowhouse-endunit,539.4,OTTAWA,4.6,4.8,0.0,0.0,5.6,0.0,0.0,4.6,0.606,0.604,0.0,0.0,0.606,0.0,0.0,0.606,0.187,0.193,0.0,0.0,0.221,0.0,0.0,0.187,Zone 6,,Natural gas,ERS-1261.H2K,sim-202.choices,HTAP-options.json,General,HTAP-work-1,202,HTAP-sim-202,Details in JSON output,0.0,0.0,0.0,5643.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5643.42,0.0,0,Details in JSON output,Details in JSON output,true,5643.42,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,35.1,1.1,0.0,2.4,19.8,35.1,0,25.6,80.7,2.1,18168.3,530.4,0.0,0.0,0.0,64,4500,2.931,8.77,85.3,1.0,2423.6,6634.6,0.0,3015.5,50.4,2.8,3065.76,429.7,3495.46,0.0,0.0,0.0,3495.46,0.0,true,1,1,8.768136,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,53.7,78.689,0.0,4.497,1.27,17.745,14.102,245.218,0.0,0.0,115.212,14.973,OTTAWA,ONTARIO,Attic/gable,193.4,N,A-1003,Two,Rowhouse-endunit,539.4,OTTAWA,2.9,4.4,0.0,0.0,7.6,0.0,0.0,0.0,0.606,0.604,0.0,0.0,0.606,0.0,0.0,0.0,0.25,0.254,0.0,0.0,0.269,0.0,0.0,0.0,Zone 6,,Natural gas,ERS-1261.H2K,sim-203.choices,HTAP-options.json,General,HTAP-work-2,203,HTAP-sim-203,Details in JSON output,0.0,0.0,0.0,4245.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4245.05,0.0,0,Details in JSON output,Details in JSON output,true,4245.05,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,31.9,1.1,0.0,2.4,19.7,31.9,0,25.6,77.6,2.1,17261.0,530.3,0.0,0.0,0.0,61,4500,3.161,5.28,80.7,1.0,2216.5,6346.0,0.0,2877.0,45.8,2.6,2927.31,429.68,3356.99,0.0,0.0,0.0,3356.99,0.0,true,1,1,5.283697,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,53.7,78.689,0.0,4.497,1.27,17.745,14.102,244.25,0.0,0.0,109.73,19.487,OTTAWA,ONTARIO,Attic/gable,193.4,N,A-1003,Two,Rowhouse-endunit,539.4,OTTAWA,4.6,4.8,0.0,0.0,5.6,0.0,0.0,4.6,0.606,0.604,0.0,0.0,0.606,0.0,0.0,0.606,0.256,0.259,0.0,0.0,0.277,0.0,0.0,0.256,Zone 6,,Natural gas,ERS-1261.H2K,sim-204.choices,HTAP-options.json,General,HTAP-work-3,204,HTAP-sim-204,Details in JSON output,0.0,0.0,0.0,5643.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5643.42,0.0,0,Details in JSON output,Details in JSON output,true,5643.42,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,33.6,1.2,0.0,2.5,19.8,33.6,0,25.6,79.4,2.1,17770.1,530.4,0.0,0.0,0.0,64,4500,2.931,8.85,83.2,1.0,2691.3,6634.6,0.0,2954.7,48.2,3.1,3005.0,429.7,3434.7,0.0,0.0,0.0,3434.7,0.0,true,1,1,8.84619,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,57.14,90.488,0.0,4.559,1.208,26.013,15.737,272.591,0.0,0.0,117.176,18.619,MONTREAL,QUEBEC,Attic/gable,212.1,S,A-1003,Two,Rowhouse-endunit,591.4,MONTREAL,2.1,11.7,0.0,0.0,4.8,0.0,0.0,0.0,0.788,0.774,0.0,0.0,0.774,0.0,0.0,0.0,0.487,0.472,0.0,0.0,0.477,0.0,0.0,0.0,Zone 6,,Natural gas,ERS-1312.H2K,sim-205.choices,HTAP-options.json,General,HTAP-work-4,205,HTAP-sim-205,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,QUEBEC,26.7,1.2,0.0,2.5,19.5,26.7,0,25.6,72.7,2.2,15896.8,522.4,0.0,0.0,0.0,58,4200,3.385,5.67,66.7,1.0,2827.4,6073.6,0.0,2666.8,34.9,3.3,2719.14,427.7,3146.83,0.0,0.0,0.0,3146.83,0.0,true,1,1,5.669967,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,57.14,90.488,0.0,4.559,1.208,26.013,15.737,271.624,0.0,0.0,114.227,20.6,MONTREAL,QUEBEC,Attic/gable,212.1,S,A-1003,Two,Rowhouse-endunit,591.4,MONTREAL,4.8,5.9,0.0,0.0,5.0,0.0,0.0,4.8,0.898,0.782,0.0,0.0,0.812,0.0,0.0,0.815,0.558,0.464,0.0,0.0,0.498,0.0,0.0,0.51,Zone 6,,Natural gas,ERS-1312.H2K,sim-206.choices,HTAP-options.json,General,HTAP-work-5,206,HTAP-sim-206,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,QUEBEC,24.5,1.5,0.0,2.9,19.5,24.5,0,25.6,71.1,2.2,15417.0,522.6,0.0,0.0,0.0,58,4200,3.368,4.97,64.3,1.0,3895.5,6096.6,0.0,2593.7,32.1,4.7,2645.91,427.74,3073.65,0.0,0.0,0.0,3073.65,0.0,true,1,1,4.969478,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,57.14,90.488,0.0,4.559,1.208,26.013,15.737,272.591,0.0,0.0,117.176,18.619,MONTREAL,QUEBEC,Attic/gable,212.1,S,A-1003,Two,Rowhouse-endunit,591.4,MONTREAL,2.1,11.7,0.0,0.0,4.8,0.0,0.0,0.0,0.606,0.61,0.0,0.0,0.611,0.0,0.0,0.0,0.183,0.191,0.0,0.0,0.186,0.0,0.0,0.0,Zone 6,,Natural gas,ERS-1312.H2K,sim-207.choices,HTAP-options.json,General,HTAP-work-6,207,HTAP-sim-207,Details in JSON output,0.0,0.0,0.0,5393.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5393.85,0.0,0,Details in JSON output,Details in JSON output,true,5393.85,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,QUEBEC,34.5,0.9,0.0,2.3,19.5,34.5,0,25.6,79.8,2.2,17981.9,522.6,0.0,0.0,0.0,61,4200,3.131,8.86,76.6,1.0,2171.6,6367.1,0.0,2985.0,45.2,2.2,3037.31,427.73,3465.04,0.0,0.0,0.0,3465.04,0.0,true,1,1,8.864202,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
