analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-CasementWindows,cost-estimates|byAttribute|Opt-DWHRSystem,cost-estimates|byAttribute|Opt-GenericWall_1Layer_definitions,cost-estimates|byAttribute|Opt-HVACSystem,cost-estimates|byAttribute|Opt-HRVonly,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CasementWindows,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHRSystem,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-GenericWall_1Layer_definitions,input|Opt-H2K-PV,input|Opt-HRVonly,input|Opt-HRVspec,input|Opt-HVACSystem,input|Opt-Location,input|Opt-MainWall,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Run-Locale,input|Run-Region,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|Gross-HeatLoss-GJ,output|HDDs,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,204.488,35.38,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,13.7,0,0,19.0,0,0,0,0.55,0.55,0,0,0.55,0,0,0,0.488,0.493,0,0,0.493,0,0,0,Zone 5,,Natural gas,pro-A-NS.h2k,sim-26.choices,HTAP-options.json,General,HTAP-work-1,26,HTAP-sim-26,Details in JSON output,0.0,0.0,0.0,10579.36,0.0,0.0,4895.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10579.36,4895.48,0,Details in JSON output,Details in JSON output,true,15474.84,S,Opt-CasementWindows=>NC-2g-HG-u1.82;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-2g-HG-u1.82,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,60.9,2.7,0,2.7,22.7,60.9,0,31.5,122.6,2.4,27728.7,610.9,0.0,0.0,0.0,113,3520,2.907,2.88,81.0,1,4163.8,11264.2,0.0,2879.3,55.6,8.7,2866.92,492.4,3359.33,0.0,0.0,0.0,3359.33,0.0,true,1,1,2.8818080000000004,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,204.488,35.38,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,13.7,0,0,19.0,0,0,0,0.606,0.606,0,0,0.606,0,0,0,0.254,0.256,0,0,0.257,0,0,0,Zone 5,,Natural gas,pro-A-NS.h2k,sim-27.choices,HTAP-options.json,General,HTAP-work-2,27,HTAP-sim-27,Details in JSON output,0.0,0.0,0.0,10960.19,0.0,0.0,4651.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10960.19,4651.96,0,Details in JSON output,Details in JSON output,true,15612.150000000001,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,67.4,2.4,0,2.0,22.7,67.4,0,31.5,127.5,2.4,29092.2,610.6,0.0,0.0,0.0,110,3520,3.029,2.96,86.3,1,3163.1,11023.7,0.0,3017.7,61.5,5.4,3005.46,492.25,3497.7,0.0,0.0,0.0,3497.7,0.0,true,1,1,2.955322,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,204.488,35.38,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,13.7,0,0,19.0,0,0,0,0.735,0.735,0,0,0.735,0,0,0,0.254,0.256,0,0,0.256,0,0,0,Zone 5,,Natural gas,pro-A-NS.h2k,sim-28.choices,HTAP-options.json,General,HTAP-work-3,28,HTAP-sim-28,Details in JSON output,0.0,0.0,0.0,12224.53,0.0,0.0,4514.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12224.53,4514.67,0,Details in JSON output,Details in JSON output,true,16739.2,S,Opt-CasementWindows=>NC-3g-MG-u1.36;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-MG-u1.36,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,63.4,2.4,0,2.0,22.7,63.4,0,31.5,123.4,2.4,27956.6,610.7,0.0,0.0,0.0,106,3520,3.261,2.81,82.6,1,3107.5,10613.4,0.0,2902.4,57.8,5.4,2890.08,492.28,3382.36,0.0,0.0,0.0,3382.36,0.0,true,1,1,2.8080249999999998,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,204.488,35.38,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,13.7,0,0,19.0,0,0,0,0.877,0.877,0,0,0.877,0,0,0,0.166,0.168,0,0,0.168,0,0,0,Zone 5,,Natural gas,pro-A-NS.h2k,sim-29.choices,HTAP-options.json,General,HTAP-work-0,29,HTAP-sim-29,Details in JSON output,0.0,0.0,0.0,12917.64,0.0,0.0,4292.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12917.64,4292.3,0,Details in JSON output,Details in JSON output,true,17209.94,S,Opt-CasementWindows=>NC-3g-LG-u1.14;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-LG-u1.14,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,64.4,2.2,0,1.8,22.7,64.4,0,31.5,123.9,2.4,28090.9,610.6,0.0,0.0,0.0,103,3520,3.463,2.5,83.3,1,2702.3,10302.0,0.0,2915.9,58.7,4.4,2903.72,492.22,3395.94,0.0,0.0,0.0,3395.94,0.0,true,1,1,2.504425,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,204.488,35.38,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,13.7,0,0,19.0,0,0,0,0.926,0.926,0,0,0.926,0,0,0,0.254,0.256,0,0,0.256,0,0,0,Zone 5,,Natural gas,pro-A-NS.h2k,sim-30.choices,HTAP-options.json,General,HTAP-work-1,30,HTAP-sim-30,Details in JSON output,0.0,0.0,0.0,13831.62,0.0,0.0,4377.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13831.62,4377.84,0,Details in JSON output,Details in JSON output,true,18209.460000000003,S,Opt-CasementWindows=>NC-3g-MG-u1.08;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-MG-u1.08,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,59.5,2.4,0,2.0,22.8,59.5,0,31.5,119.7,2.4,26925.5,611.3,0.0,0.0,0.0,102,3520,3.522,2.42,79.0,1,3053.7,10217.2,0.0,2798.0,54.3,5.4,2785.32,492.63,3277.95,0.0,0.0,0.0,3277.95,0.0,true,1,1,2.422047,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,2.7,0,0,18.3,0,0,0,0.602,0.602,0,0,0.624,0,0,0,0.272,0.272,0,0,0.278,0,0,0,Zone 5,,Natural gas,pro-B-NS.h2k,sim-31.choices,HTAP-options.json,General,HTAP-work-2,31,HTAP-sim-31,Details in JSON output,0.0,0.0,0.0,7064.0,0.0,0.0,4323.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7064.0,4323.79,0,Details in JSON output,Details in JSON output,true,11387.79,S,Opt-CasementWindows=>NBC-zone5-window;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NBC-zone5-window,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,61.8,2.4,0,2.0,22.8,61.8,0,31.5,121.8,2.4,27510.0,611.3,0.0,0.0,0.0,103,3520,3.44,2.39,81.1,1,2831.7,10318.4,0.0,2857.3,56.4,5.4,2844.7,492.59,3337.29,0.0,0.0,0.0,3337.29,0.0,true,1,1,2.386726,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,2.7,0,0,18.3,0,0,0,0.55,0.55,0,0,0.55,0,0,0,0.488,0.488,0,0,0.493,0,0,0,Zone 5,,Natural gas,pro-B-NS.h2k,sim-32.choices,HTAP-options.json,General,HTAP-work-3,32,HTAP-sim-32,Details in JSON output,0.0,0.0,0.0,7064.0,0.0,0.0,4608.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7064.0,4608.37,0,Details in JSON output,Details in JSON output,true,11672.37,S,Opt-CasementWindows=>NC-2g-HG-u1.82;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-2g-HG-u1.82,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,56.7,2.6,0,2.4,22.8,56.7,0,31.5,117.6,2.4,26336.3,610.9,0.0,0.0,0.0,105,3520,3.314,2.43,76.9,1,3492.5,10511.4,0.0,2737.9,51.7,7.4,2725.46,492.41,3217.87,0.0,0.0,0.0,3217.87,0.0,true,1,1,2.426853,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,2.7,0,0,18.3,0,0,0,0.606,0.606,0,0,0.606,0,0,0,0.254,0.254,0,0,0.256,0,0,0,Zone 5,,Natural gas,pro-B-NS.h2k,sim-33.choices,HTAP-options.json,General,HTAP-work-0,33,HTAP-sim-33,Details in JSON output,0.0,0.0,0.0,7318.28,0.0,0.0,4310.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7318.28,4310.42,0,Details in JSON output,Details in JSON output,true,11628.699999999999,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,62.9,2.4,0,1.9,22.8,62.9,0,31.5,122.8,2.4,27786.3,611.2,0.0,0.0,0.0,103,3520,3.418,3.18,82.1,1,2776.7,10350.8,0.0,2885.3,57.4,5.3,2872.77,492.57,3365.34,0.0,0.0,0.0,3365.34,0.0,true,1,1,3.184777,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,2.7,0,0,18.3,0,0,0,0.735,0.735,0,0,0.735,0,0,0,0.254,0.254,0,0,0.256,0,0,0,Zone 5,,Natural gas,pro-B-NS.h2k,sim-34.choices,HTAP-options.json,General,HTAP-work-1,34,HTAP-sim-34,Details in JSON output,0.0,0.0,0.0,8162.5,0.0,0.0,4301.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8162.5,4301.36,0,Details in JSON output,Details in JSON output,true,12463.86,S,Opt-CasementWindows=>NC-3g-MG-u1.36;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-MG-u1.36,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,60.2,2.4,0,1.9,22.8,60.2,0,31.5,120.1,2.4,27034.7,611.3,0.0,0.0,0.0,100,3520,3.612,3.07,79.6,1,2739.5,10076.8,0.0,2809.0,54.9,5.2,2796.41,492.6,3289.0,0.0,0.0,0.0,3289.0,0.0,true,1,1,3.0737479999999997,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,2.7,0,0,18.3,0,0,0,0.877,0.877,0,0,0.877,0,0,0,0.166,0.166,0,0,0.168,0,0,0,Zone 5,,Natural gas,pro-B-NS.h2k,sim-35.choices,HTAP-options.json,General,HTAP-work-2,35,HTAP-sim-35,Details in JSON output,0.0,0.0,0.0,8625.3,0.0,0.0,4107.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.3,4107.41,0,Details in JSON output,Details in JSON output,true,12732.71,S,Opt-CasementWindows=>NC-3g-LG-u1.14;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-LG-u1.14,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,61.5,2.2,0,1.7,22.8,61.5,0,31.5,120.9,2.4,27260.1,611.2,0.0,0.0,0.0,98,3520,3.775,3.05,80.6,1,2451.0,9869.0,0.0,2831.9,56.2,4.2,2819.31,492.54,3311.85,0.0,0.0,0.0,3311.85,0.0,true,1,1,3.054855,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,2.7,0,0,18.3,0,0,0,0.926,0.926,0,0,0.926,0,0,0,0.254,0.254,0,0,0.256,0,0,0,Zone 5,,Natural gas,pro-B-NS.h2k,sim-36.choices,HTAP-options.json,General,HTAP-work-3,36,HTAP-sim-36,Details in JSON output,0.0,0.0,0.0,9235.58,0.0,0.0,4168.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9235.58,4168.87,0,Details in JSON output,Details in JSON output,true,13404.45,S,Opt-CasementWindows=>NC-3g-MG-u1.08;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-MG-u1.08,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,57.6,2.4,0,1.9,22.8,57.6,0,31.5,117.5,2.4,26305.3,611.3,0.0,0.0,0.0,97,3520,3.822,3.21,77.2,1,2703.6,9812.3,0.0,2734.9,52.5,5.2,2722.3,492.62,3214.92,0.0,0.0,0.0,3214.92,0.0,true,1,1,3.209536,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,4.1,20.0,0,0,29.3,0,0,0,0.611,0.625,0,0,0.626,0,0,0,0.275,0.278,0,0,0.278,0,0,0,Zone 5,,Natural gas,pro-C-NS.h2k,sim-37.choices,HTAP-options.json,General,HTAP-work-0,37,HTAP-sim-37,Details in JSON output,0.0,0.0,0.0,15979.88,0.0,0.0,5093.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15979.88,5093.87,0,Details in JSON output,Details in JSON output,true,21073.749999999996,S,Opt-CasementWindows=>NBC-zone5-window;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NBC-zone5-window,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,69.9,2.5,0,2.3,22.7,69.9,0,31.5,131.0,2.4,30066.6,610.7,0.0,0.0,0.0,120,3520,2.617,2.74,88.8,1,3962.0,11954.6,0.0,3116.7,63.8,6.7,3104.45,492.3,3596.75,0.0,0.0,0.0,3596.75,0.0,true,1,1,2.737637,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,4.1,20.0,0,0,29.3,0,0,0,0.55,0.55,0,0,0.55,0,0,0,0.49,0.493,0,0,0.493,0,0,0,Zone 5,,Natural gas,pro-C-NS.h2k,sim-38.choices,HTAP-options.json,General,HTAP-work-1,38,HTAP-sim-38,Details in JSON output,0.0,0.0,0.0,15979.88,0.0,0.0,5559.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15979.88,5559.04,0,Details in JSON output,Details in JSON output,true,21538.92,S,Opt-CasementWindows=>NC-2g-HG-u1.82;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-2g-HG-u1.82,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,64.6,2.8,0,3.3,22.8,64.6,0,31.5,127.8,2.4,29174.9,611.0,0.0,0.0,0.0,125,3520,2.446,2.94,85.0,1,5364.8,12419.4,0.0,3026.3,59.0,11.1,3013.85,492.43,3506.29,0.0,0.0,0.0,3506.29,0.0,true,1,1,2.9446309999999998,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,4.1,20.0,0,0,29.3,0,0,0,0.606,0.606,0,0,0.606,0,0,0,0.255,0.257,0,0,0.257,0,0,0,Zone 5,,Natural gas,pro-C-NS.h2k,sim-39.choices,HTAP-options.json,General,HTAP-work-2,39,HTAP-sim-39,Details in JSON output,0.0,0.0,0.0,16555.1,0.0,0.0,5065.4400000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16555.1,5065.4400000000005,0,Details in JSON output,Details in JSON output,true,21620.539999999997,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,72.1,2.5,0,2.3,22.7,72.1,0,31.5,133.0,2.4,30640.3,610.6,0.0,0.0,0.0,122,3520,2.578,2.94,90.8,1,3845.1,12056.1,0.0,3175.0,65.8,6.5,3162.74,492.27,3655.01,0.0,0.0,0.0,3655.01,0.0,true,1,1,2.943184,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,4.1,20.0,0,0,29.3,0,0,0,0.735,0.735,0,0,0.735,0,0,0,0.255,0.256,0,0,0.257,0,0,0,Zone 5,,Natural gas,pro-C-NS.h2k,sim-40.choices,HTAP-options.json,General,HTAP-work-3,40,HTAP-sim-40,Details in JSON output,0.0,0.0,0.0,18464.87,0.0,0.0,4921.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18464.87,4921.23,0,Details in JSON output,Details in JSON output,true,23386.1,S,Opt-CasementWindows=>NC-3g-MG-u1.36;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-MG-u1.36,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,66.1,2.5,0,2.3,22.7,66.1,0,31.5,127.0,2.4,28957.0,610.7,0.0,0.0,0.0,115,3520,2.837,2.71,85.3,1,3761.1,11436.4,0.0,3004.0,60.3,6.4,2991.71,492.32,3484.03,0.0,0.0,0.0,3484.03,0.0,true,1,1,2.7053119999999997,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
