analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-CasementWindows,cost-estimates|byAttribute|Opt-DWHRSystem,cost-estimates|byAttribute|Opt-GenericWall_1Layer_definitions,cost-estimates|byAttribute|Opt-HVACSystem,cost-estimates|byAttribute|Opt-HRVonly,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CasementWindows,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHRSystem,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-GenericWall_1Layer_definitions,input|Opt-H2K-PV,input|Opt-HRVonly,input|Opt-HRVspec,input|Opt-HVACSystem,input|Opt-Location,input|Opt-MainWall,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Run-Locale,input|Run-Region,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|Gross-HeatLoss-GJ,output|HDDs,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,0,0,0,18.3,0,0,2.7,0.877,0,0,0,0.877,0,0,0.877,0.166,0,0,0,0.168,0,0,0.166,Zone 5,,Natural gas,pro-B-EW.h2k,sim-11.choices,HTAP-options.json,General,HTAP-work-2,11,HTAP-sim-11,Details in JSON output,0.0,0.0,0.0,8625.3,0.0,0.0,4123.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.3,4123.69,0,Details in JSON output,Details in JSON output,true,12748.99,S,Opt-CasementWindows=>NC-3g-LG-u1.14;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-LG-u1.14,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,61.3,2.2,0,1.7,22.8,61.3,0,31.5,120.7,2.4,27210.7,611.2,0.0,0.0,0.0,98,3520,3.775,2.41,80.4,1,2518.0,9869.0,0.0,2826.8,55.9,4.2,2814.29,492.54,3306.83,0.0,0.0,0.0,3306.83,0.0,true,1,1,2.414638,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,0,0,0,18.3,0,0,2.7,0.926,0,0,0,0.926,0,0,0.926,0.254,0,0,0,0.256,0,0,0.254,Zone 5,,Natural gas,pro-B-EW.h2k,sim-12.choices,HTAP-options.json,General,HTAP-work-3,12,HTAP-sim-12,Details in JSON output,0.0,0.0,0.0,9235.58,0.0,0.0,4193.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9235.58,4193.77,0,Details in JSON output,Details in JSON output,true,13429.35,S,Opt-CasementWindows=>NC-3g-MG-u1.08;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-MG-u1.08,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,57.2,2.4,0,2.0,22.8,57.2,0,31.5,117.2,2.4,26242.1,611.3,0.0,0.0,0.0,97,3520,3.822,2.44,77.0,1,2805.9,9812.3,0.0,2728.5,52.2,5.4,2715.88,492.63,3208.51,0.0,0.0,0.0,3208.51,0.0,true,1,1,2.444892,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,20.0,0,0,0,4.1,0,0,29.3,0.625,0,0,0,0.611,0,0,0.626,0.278,0,0,0,0.275,0,0,0.278,Zone 5,,Natural gas,pro-C-EW.h2k,sim-13.choices,HTAP-options.json,General,HTAP-work-0,13,HTAP-sim-13,Details in JSON output,0.0,0.0,0.0,15979.86,0.0,0.0,5535.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15979.86,5535.26,0,Details in JSON output,Details in JSON output,true,21515.12,S,Opt-CasementWindows=>NBC-zone5-window;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NBC-zone5-window,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,72.6,2.6,0,3.0,22.7,72.6,0,31.5,135.6,2.4,31357.1,610.7,0.0,0.0,0.0,120,3520,2.617,2.63,91.9,1,5775.6,11954.6,0.0,3247.8,66.3,9.2,3235.56,492.28,3727.84,0.0,0.0,0.0,3727.84,0.0,true,1,1,2.6343319999999997,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,20.0,0,0,0,4.1,0,0,29.3,0.55,0,0,0,0.55,0,0,0.55,0.493,0,0,0,0.49,0,0,0.493,Zone 5,,Natural gas,pro-C-EW.h2k,sim-14.choices,HTAP-options.json,General,HTAP-work-1,14,HTAP-sim-14,Details in JSON output,0.0,0.0,0.0,15979.86,0.0,0.0,6341.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15979.86,6341.9,0,Details in JSON output,Details in JSON output,true,22321.760000000002,S,Opt-CasementWindows=>NC-2g-HG-u1.82;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-2g-HG-u1.82,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,69.1,3.0,0,4.8,22.7,69.1,0,31.5,134.3,2.4,30995.8,609.0,0.0,0.0,0.0,125,3520,2.446,2.63,90.2,1,8581.5,12419.4,0.0,3210.3,63.0,17.0,3198.86,491.4,3690.25,0.0,0.0,0.0,3690.25,0.0,true,1,1,2.6260719999999997,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,20.0,0,0,0,4.1,0,0,29.3,0.606,0,0,0,0.606,0,0,0.606,0.257,0,0,0,0.255,0,0,0.257,Zone 5,,Natural gas,pro-C-EW.h2k,sim-15.choices,HTAP-options.json,General,HTAP-work-2,15,HTAP-sim-15,Details in JSON output,0.0,0.0,0.0,16555.09,0.0,0.0,5472.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16555.09,5472.73,0,Details in JSON output,Details in JSON output,true,22027.82,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,74.6,2.6,0,2.8,22.7,74.6,0,31.5,137.2,2.4,31804.3,610.6,0.0,0.0,0.0,122,3520,2.578,2.54,93.5,1,5518.7,12056.1,0.0,3293.3,68.1,8.3,3281.0,492.25,3773.25,0.0,0.0,0.0,3773.25,0.0,true,1,1,2.5356199999999998,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,20.0,0,0,0,4.1,0,0,29.3,0.735,0,0,0,0.735,0,0,0.735,0.256,0,0,0,0.255,0,0,0.257,Zone 5,,Natural gas,pro-C-EW.h2k,sim-16.choices,HTAP-options.json,General,HTAP-work-3,16,HTAP-sim-16,Details in JSON output,0.0,0.0,0.0,18464.85,0.0,0.0,5328.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18464.85,5328.45,0,Details in JSON output,Details in JSON output,true,23793.3,S,Opt-CasementWindows=>NC-3g-MG-u1.36;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-MG-u1.36,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,68.7,2.6,0,2.7,22.7,68.7,0,31.5,131.2,2.4,30122.3,610.7,0.0,0.0,0.0,115,3520,2.837,2.58,88.1,1,5434.3,11436.4,0.0,3122.4,62.7,8.2,3110.11,492.3,3602.41,0.0,0.0,0.0,3602.41,0.0,true,1,1,2.582259,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,20.0,0,0,0,4.1,0,0,29.3,0.877,0,0,0,0.877,0,0,0.877,0.168,0,0,0,0.167,0,0,0.168,Zone 5,,Natural gas,pro-C-EW.h2k,sim-17.choices,HTAP-options.json,General,HTAP-work-0,17,HTAP-sim-17,Details in JSON output,0.0,0.0,0.0,19511.77,0.0,0.0,4914.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19511.77,4914.09,0,Details in JSON output,Details in JSON output,true,24425.86,S,Opt-CasementWindows=>NC-3g-LG-u1.14;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-LG-u1.14,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,68.6,2.4,0,2.3,22.7,68.6,0,31.5,129.8,2.4,29732.0,610.6,0.0,0.0,0.0,110,3520,3.072,2.71,87.6,1,4240.2,10966.2,0.0,3082.7,62.6,6.3,3070.46,492.24,3562.7,0.0,0.0,0.0,3562.7,0.0,true,1,1,2.713482,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,20.0,0,0,0,4.1,0,0,29.3,0.926,0,0,0,0.926,0,0,0.926,0.256,0,0,0,0.255,0,0,0.257,Zone 5,,Natural gas,pro-C-EW.h2k,sim-18.choices,HTAP-options.json,General,HTAP-work-1,18,HTAP-sim-18,Details in JSON output,0.0,0.0,0.0,20892.32,0.0,0.0,5061.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20892.32,5061.1,0,Details in JSON output,Details in JSON output,true,25953.42,S,Opt-CasementWindows=>NC-3g-MG-u1.08;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-MG-u1.08,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,62.9,2.6,0,2.7,22.7,62.9,0,31.5,125.4,2.4,28511.2,610.8,0.0,0.0,0.0,108,3520,3.143,2.77,82.8,1,5352.8,10838.0,0.0,2958.8,57.4,8.2,2946.42,492.35,3438.77,0.0,0.0,0.0,3438.77,0.0,true,1,1,2.7723169999999997,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,173.064,66.804,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,24.9,0,0,0,5.2,0,0,36.7,0.625,0,0,0,0.614,0,0,0.626,0.278,0,0,0,0.275,0,0,0.278,Zone 5,,Natural gas,pro-D-EW.h2k,sim-19.choices,HTAP-options.json,General,HTAP-work-2,19,HTAP-sim-19,Details in JSON output,0.0,0.0,0.0,19975.83,0.0,0.0,5898.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19975.83,5898.68,0,Details in JSON output,Details in JSON output,true,25874.510000000002,S,Opt-CasementWindows=>NBC-zone5-window;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NBC-zone5-window,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,76.6,2.7,0,3.2,22.7,76.6,0,31.5,140.4,2.4,32690.8,610.7,0.0,0.0,0.0,128,3520,2.363,2.78,95.7,1,6760.4,12685.9,0.0,3383.3,69.9,10.0,3371.07,492.28,3863.35,0.0,0.0,0.0,3863.35,0.0,true,1,1,2.779376,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,173.064,66.804,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,24.9,0,0,0,5.2,0,0,36.7,0.55,0,0,0,0.55,0,0,0.55,0.493,0,0,0,0.491,0,0,0.493,Zone 5,,Natural gas,pro-D-EW.h2k,sim-20.choices,HTAP-options.json,General,HTAP-work-3,20,HTAP-sim-20,Details in JSON output,0.0,0.0,0.0,19975.83,0.0,0.0,6999.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19975.83,6999.92,0,Details in JSON output,Details in JSON output,true,26975.75,S,Opt-CasementWindows=>NC-2g-HG-u1.82;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-2g-HG-u1.82,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,73.6,3.0,0,5.5,22.6,73.6,0,31.5,139.5,2.4,32461.0,607.7,0.0,0.0,0.0,135,3520,2.189,2.93,95.0,1,10268.3,13272.6,0.0,3358.4,67.2,20.1,3347.73,490.7,3838.43,0.0,0.0,0.0,3838.43,0.0,true,1,1,2.930236,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,173.064,66.804,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,24.9,0,0,0,5.2,0,0,36.7,0.606,0,0,0,0.606,0,0,0.606,0.257,0,0,0,0.256,0,0,0.257,Zone 5,,Natural gas,pro-D-EW.h2k,sim-21.choices,HTAP-options.json,General,HTAP-work-0,21,HTAP-sim-21,Details in JSON output,0.0,0.0,0.0,20694.9,0.0,0.0,5944.0599999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20694.9,5944.0599999999995,0,Details in JSON output,Details in JSON output,true,26638.960000000003,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,79.0,2.6,0,3.1,22.7,79.0,0,31.5,142.5,2.4,33270.5,610.6,0.0,0.0,0.0,130,3520,2.322,2.85,97.8,1,6438.4,12818.4,0.0,3442.2,72.1,9.5,3429.97,492.25,3922.22,0.0,0.0,0.0,3922.22,0.0,true,1,1,2.853037,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,173.064,66.804,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,24.9,0,0,0,5.2,0,0,36.7,0.735,0,0,0,0.735,0,0,0.735,0.257,0,0,0,0.255,0,0,0.257,Zone 5,,Natural gas,pro-D-EW.h2k,sim-22.choices,HTAP-options.json,General,HTAP-work-1,22,HTAP-sim-22,Details in JSON output,0.0,0.0,0.0,23082.22,0.0,0.0,5670.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23082.22,5670.9,0,Details in JSON output,Details in JSON output,true,28753.120000000003,S,Opt-CasementWindows=>NC-3g-MG-u1.36;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-MG-u1.36,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,71.6,2.6,0,3.1,22.7,71.6,0,31.5,135.0,2.4,31184.6,610.7,0.0,0.0,0.0,122,3520,2.588,3.09,91.0,1,6332.9,12043.8,0.0,3230.3,65.3,9.5,3218.04,492.31,3710.35,0.0,0.0,0.0,3710.35,0.0,true,1,1,3.085021,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,173.064,66.804,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,24.9,0,0,0,5.2,0,0,36.7,0.877,0,0,0,0.877,0,0,0.877,0.168,0,0,0,0.167,0,0,0.168,Zone 5,,Natural gas,pro-D-EW.h2k,sim-23.choices,HTAP-options.json,General,HTAP-work-2,23,HTAP-sim-23,Details in JSON output,0.0,0.0,0.0,24390.94,0.0,0.0,5183.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24390.94,5183.75,0,Details in JSON output,Details in JSON output,true,29574.69,S,Opt-CasementWindows=>NC-3g-LG-u1.14;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-LG-u1.14,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,71.2,2.5,0,2.5,22.7,71.2,0,31.5,133.0,2.4,30636.0,610.6,0.0,0.0,0.0,115,3520,2.836,3.09,90.2,1,4839.8,11455.9,0.0,3174.5,65.0,7.1,3162.3,492.25,3654.55,0.0,0.0,0.0,3654.55,0.0,true,1,1,3.091872,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,173.064,66.804,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,24.9,0,0,0,5.2,0,0,36.7,0.926,0,0,0,0.926,0,0,0.926,0.256,0,0,0,0.255,0,0,0.257,Zone 5,,Natural gas,pro-D-EW.h2k,sim-24.choices,HTAP-options.json,General,HTAP-work-3,24,HTAP-sim-24,Details in JSON output,0.0,0.0,0.0,26116.71,0.0,0.0,5398.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26116.71,5398.59,0,Details in JSON output,Details in JSON output,true,31515.3,S,Opt-CasementWindows=>NC-3g-MG-u1.08;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NC-3g-MG-u1.08,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,64.5,2.6,0,3.0,22.7,64.5,0,31.5,127.9,2.4,29200.8,610.8,0.0,0.0,0.0,113,3520,2.911,2.9,84.5,1,6231.0,11295.7,0.0,3028.9,58.8,9.4,3016.49,492.37,3508.86,0.0,0.0,0.0,3508.86,0.0,true,1,1,2.903398,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,204.488,35.38,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,13.7,0,0,19.0,0,0,0,0.602,0.623,0,0,0.624,0,0,0,0.272,0.277,0,0,0.278,0,0,0,Zone 5,,Natural gas,pro-A-NS.h2k,sim-25.choices,HTAP-options.json,General,HTAP-work-0,25,HTAP-sim-25,Details in JSON output,0.0,0.0,0.0,10579.36,0.0,0.0,4670.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10579.36,4670.57,0,Details in JSON output,Details in JSON output,true,15249.93,S,Opt-CasementWindows=>NBC-zone5-window;Opt-HVACSystem=>elec-baseboard+AC;,true,NA,NA,NA,NBC-zone5-window,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elec-baseboard+AC,TORONTO,NA,NA,as-found,NA,NA,NA,TORONTO,ONTARIO,65.9,2.4,0,2.1,22.7,65.9,0,31.5,126.1,2.4,28705.8,610.6,0.0,0.0,0.0,110,3520,3.06,2.88,85.0,1,3239.6,10964.0,0.0,2978.5,60.2,5.6,2966.19,492.27,3458.46,0.0,0.0,0.0,3458.46,0.0,true,1,1,2.881944,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
