analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,configuration|version,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-FlatCeilings,cost-estimates|byAttribute|Opt-CathCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-Windows,cost-estimates|byAttribute|Opt-DWHR,cost-estimates|byAttribute|Opt-AboveGradeWall,cost-estimates|byAttribute|Opt-Heating-Cooling,cost-estimates|byAttribute|Opt-VentSystem,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AboveGradeWall,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHR,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-H2K-PV,input|Opt-HRVspec,input|Opt-Heating-Cooling,input|Opt-Location,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-VentSystem,input|Opt-WindowDistribution,input|Opt-Windows,input|Ruleset-Fuel-Source,input|Ruleset-Ventilation,input|Run-Locale,input|Run-Region,input|upgrade-package-list,output|AnnDHWLoad-GJ,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|EnvAGBsemntHL-GJ,output|EnvAirLkVntHL-GJ,output|EnvBGBsemntHL-GJ,output|EnvBsemntFHHL-GJ,output|EnvCeilHL-GJ,output|EnvCrawlHL-GJ,output|EnvDoorHL-GJ,output|EnvFABsemntHL-GJ,output|EnvFloorHL-GJ,output|EnvPonyWallHL-GJ,output|EnvSlabHL-GJ,output|EnvTotalHL-GJ,output|EnvWallHL-GJ,output|EnvWinHL-GJ,output|Gross-HeatLoss-GJ,output|HDDs,output|HotWaterElec-GJ,output|HotWaterGas-GJ,output|HotWaterOil-GJ,output|HotWaterProp-GJ,output|HotWaterWood-GJ,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|SpcHeatElec-GJ,output|SpcHeatGas-GJ,output|SpcHeatOil-GJ,output|SpcHeatProp-GJ,output|SpcHeatWood-GJ,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Useful-Solar-Gain-GJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,MONTREAL,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,sim-644.choices,HTAP-options.json,General,HTAP-work-13,644,HTAP-sim-644,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0,Details in JSON output,Details in JSON output,false,4417.5,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,MONTREAL,General,ArchetypeRoadmapping_gas,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,MONTREAL,QUEBEC,{},16.1,56.7,0.0,0,0.0,16.1,56.7,0,26.3,99.0,0.0,27498.5,0.0,0.0,0.0,0.0,5.6,21.9,15.0,1.5,4.8,0.0,1.5,10.0,0.0,0.0,0.0,91.3,28.6,12.4,91.3,4200,16.1,0.0,0.0,0.0,0.0,2.597,4.23,99.4,1,3352.9,11433.3,0.0,1659.5,56.7,0.0,0.0,0.0,0.0,77.4,0.0,11.1,2139.5,0.0,2139.5,0.0,0.0,0.0,2139.5,0.0,true,1,1,4.2328621,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,MONTREAL,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,sim-645.choices,HTAP-options.json,General,HTAP-work-14,645,HTAP-sim-645,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0,Details in JSON output,Details in JSON output,false,4417.5,S,Opt-DHWSystem=>elec_tankless_ef0.96;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,elec_tankless_ef0.96,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,MONTREAL,General,ArchetypeRoadmapping_gas,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,MONTREAL,QUEBEC,{},16.1,56.3,0.0,0,0.0,16.7,56.3,0,26.3,99.4,0.0,27599.8,0.0,0.0,0.0,0.0,5.6,21.9,15.0,1.5,4.8,0.0,1.5,9.7,0.0,0.0,0.0,91.4,28.6,12.4,91.4,4200,16.7,0.0,0.0,0.0,0.0,2.597,7.35,99.9,1,3352.9,11433.3,0.0,1666.6,56.3,0.0,0.0,0.0,0.0,77.0,0.0,11.1,2146.61,0.0,2146.61,0.0,0.0,0.0,2146.61,0.0,true,1,1,7.3542266,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,MONTREAL,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,sim-646.choices,HTAP-options.json,General,HTAP-work-15,646,HTAP-sim-646,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6735.719999999999,0,Details in JSON output,Details in JSON output,false,6735.719999999999,S,Opt-DHWSystem=>elec_heatpump_ef2.30;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,elec_heatpump_ef2.30,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,MONTREAL,General,ArchetypeRoadmapping_gas,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,MONTREAL,QUEBEC,{},16.1,61.0,0.0,0,0.0,7.7,61.0,0,26.3,95.0,0.0,26391.4,0.0,0.0,0.0,0.0,5.4,23.6,14.4,1.4,4.8,0.0,1.5,12.4,0.0,0.0,0.0,92.2,28.6,12.4,92.2,4200,7.7,0.0,0.0,0.0,0.0,2.597,7.71,94.0,1,3352.9,11696.4,0.0,1581.8,61.0,0.0,0.0,0.0,0.0,83.4,0.0,11.5,2061.78,0.0,2061.78,0.0,0.0,0.0,2061.78,0.0,true,1,1,7.7073117,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,MONTREAL,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,sim-647.choices,HTAP-options.json,General,HTAP-work-16,647,HTAP-sim-647,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6735.719999999999,0,Details in JSON output,Details in JSON output,false,6735.719999999999,S,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,HPHotWater,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,MONTREAL,General,ArchetypeRoadmapping_gas,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,MONTREAL,QUEBEC,{},16.1,60.6,0.0,0,0.0,6.9,60.6,0,26.3,93.9,0.0,26073.5,0.0,0.0,0.0,0.0,5.4,23.6,14.5,1.5,4.8,0.0,1.5,12.1,0.0,0.0,0.0,92.3,28.6,12.4,92.3,4200,6.9,0.0,0.0,0.0,0.0,2.597,5.5,92.4,1,3352.9,11696.4,0.0,1559.5,60.6,0.0,0.0,0.0,0.0,82.9,0.0,11.5,2039.46,0.0,2039.46,0.0,0.0,0.0,2039.46,0.0,true,1,1,5.4952926,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,MONTREAL,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,sim-648.choices,HTAP-options.json,General,HTAP-work-17,648,HTAP-sim-648,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0.0,1743.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6160.59,0,Details in JSON output,Details in JSON output,false,6160.59,S,Opt-DHWSystem=>GasInstantaneous;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,GasInstantaneous,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,MONTREAL,General,ArchetypeRoadmapping_gas,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,MONTREAL,QUEBEC,{},16.1,56.5,0.0,0,0.0,16.9,56.5,0,26.3,99.7,0.0,22994.3,453.6,0.0,0.0,0.0,5.6,21.9,15.0,1.5,4.8,0.0,1.5,9.8,0.0,0.0,0.0,91.3,28.6,12.4,91.3,4200,0.0,16.9,0.0,0.0,0.0,2.597,6.14,100.3,1,3352.9,11433.3,0.0,1752.8,56.5,0.0,0.0,0.0,0.0,77.2,0.0,11.1,1823.3,409.45,2232.75,0.0,0.0,0.0,2232.75,0.0,true,1,1,6.138340899999999,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,FREDERICTON,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,sim-649.choices,HTAP-options.json,General,HTAP-work-18,649,HTAP-sim-649,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0.0,660.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5077.89,0,Details in JSON output,Details in JSON output,false,5077.889999999999,S,Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,vintageElecEF0.92,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,FREDERICTON,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,FREDERICTON,NEW BRUNSWICK,{},16.4,58.3,0.0,0,0.0,17.8,58.3,0,26.3,102.3,0.0,28430.1,0.0,0.0,0.0,0.0,5.9,22.0,16.2,1.6,5.2,0.0,1.6,10.4,0.0,0.0,0.0,96.1,30.5,13.1,96.1,4670,17.8,0.0,0.0,0.0,0.0,2.597,7.57,104.0,1,3063.9,11763.7,0.0,1724.9,58.3,0.0,0.0,0.0,0.0,79.7,0.0,11.6,2204.9,0.0,2204.9,0.0,0.0,0.0,2204.9,0.0,true,1,1,7.5688056,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,FREDERICTON,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,sim-650.choices,HTAP-options.json,General,HTAP-work-19,650,HTAP-sim-650,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0,Details in JSON output,Details in JSON output,false,4417.5,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,FREDERICTON,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,FREDERICTON,NEW BRUNSWICK,{},16.4,59.0,0.0,0,0.0,16.4,59.0,0,26.3,101.6,0.0,28234.6,0.0,0.0,0.0,0.0,5.8,22.0,16.0,1.6,5.2,0.0,1.6,11.0,0.0,0.0,0.0,95.9,30.5,13.1,95.9,4670,16.4,0.0,0.0,0.0,0.0,2.597,7.87,103.0,1,3063.9,11763.7,0.0,1711.2,59.0,0.0,0.0,0.0,0.0,80.6,0.0,11.7,2191.17,0.0,2191.17,0.0,0.0,0.0,2191.17,0.0,true,1,1,7.8692711,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,FREDERICTON,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,sim-651.choices,HTAP-options.json,General,HTAP-work-20,651,HTAP-sim-651,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0,Details in JSON output,Details in JSON output,false,4417.5,S,Opt-DHWSystem=>elec_tankless_ef0.96;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,elec_tankless_ef0.96,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,FREDERICTON,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,FREDERICTON,NEW BRUNSWICK,{},16.4,58.6,0.0,0,0.0,17.1,58.6,0,26.3,102.0,0.0,28330.1,0.0,0.0,0.0,0.0,5.9,22.0,16.1,1.6,5.2,0.0,1.6,10.7,0.0,0.0,0.0,96.0,30.5,13.1,96.0,4670,17.1,0.0,0.0,0.0,0.0,2.597,8.07,103.5,1,3063.9,11763.7,0.0,1717.9,58.6,0.0,0.0,0.0,0.0,80.1,0.0,11.7,2197.88,0.0,2197.88,0.0,0.0,0.0,2197.88,0.0,true,1,1,8.0653699,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,FREDERICTON,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,sim-652.choices,HTAP-options.json,General,HTAP-work-21,652,HTAP-sim-652,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4541.25,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6859.469999999999,0,Details in JSON output,Details in JSON output,false,6859.469999999999,S,Opt-DHWSystem=>elec_heatpump_ef2.30;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,elec_heatpump_ef2.30,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,FREDERICTON,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,FREDERICTON,NEW BRUNSWICK,{},16.4,63.6,0.0,0,0.0,7.9,63.6,0,26.3,97.7,0.0,27151.4,0.0,0.0,0.0,0.0,5.7,23.7,15.5,1.5,5.2,0.0,1.6,13.5,0.0,0.0,0.0,96.8,30.5,13.1,96.8,4670,7.9,0.0,0.0,0.0,0.0,2.597,5.17,97.7,1,3063.9,12039.3,0.0,1635.1,63.6,0.0,0.0,0.0,0.0,86.9,0.0,12.2,2115.13,0.0,2115.13,0.0,0.0,0.0,2115.13,0.0,true,1,1,5.1673786,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,FREDERICTON,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,sim-653.choices,HTAP-options.json,General,HTAP-work-22,653,HTAP-sim-653,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4541.25,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6859.469999999999,0,Details in JSON output,Details in JSON output,false,6859.469999999999,S,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,HPHotWater,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,FREDERICTON,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,FREDERICTON,NEW BRUNSWICK,{},16.4,63.2,0.0,0,0.0,7.1,63.2,0,26.3,96.6,0.0,26820.2,0.0,0.0,0.0,0.0,5.7,23.7,15.6,1.5,5.2,0.0,1.6,13.1,0.0,0.0,0.0,96.9,30.5,13.1,96.9,4670,7.1,0.0,0.0,0.0,0.0,2.597,5.01,96.1,1,3063.9,12039.3,0.0,1611.9,63.2,0.0,0.0,0.0,0.0,86.4,0.0,12.1,2091.88,0.0,2091.88,0.0,0.0,0.0,2091.88,0.0,true,1,1,5.0107337,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,FREDERICTON,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,sim-654.choices,HTAP-options.json,General,HTAP-work-23,654,HTAP-sim-654,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0.0,1743.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6160.59,0,Details in JSON output,Details in JSON output,false,6160.59,S,Opt-DHWSystem=>GasInstantaneous;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,GasInstantaneous,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,FREDERICTON,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,FREDERICTON,NEW BRUNSWICK,{},16.4,58.8,0.0,0,0.0,17.3,58.8,0,26.3,102.3,0.0,23629.3,463.4,0.0,0.0,0.0,5.8,22.0,16.1,1.6,5.2,0.0,1.6,10.9,0.0,0.0,0.0,95.9,30.5,13.1,95.9,4670,0.0,17.3,0.0,0.0,0.0,2.597,4.9,104.0,1,3063.9,11763.7,0.0,1802.5,58.8,0.0,0.0,0.0,0.0,80.4,0.0,11.7,1867.88,414.61,2282.49,0.0,0.0,0.0,2282.49,0.0,true,1,1,4.8991202,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,FREDERICTON,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 6,,Natural gas,roadmapping-1996-2005.h2k,sim-655.choices,HTAP-options.json,General,HTAP-work-24,655,HTAP-sim-655,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.5,0,Details in JSON output,Details in JSON output,false,4417.5,S,Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,vintageOilEF0.55,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,FREDERICTON,General,ArchetypeRoadmapping_oil,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,FREDERICTON,NEW BRUNSWICK,{},16.4,55.7,0.0,0,0.0,29.5,55.7,0,26.3,111.5,0.0,22779.5,0.0,765.0,0.0,0.0,6.0,22.0,16.7,1.6,5.2,0.0,1.6,8.0,0.0,0.0,0.0,96.8,30.5,13.1,96.8,4670,0.0,0.0,29.5,0.0,0.0,2.597,8.11,116.5,1,3063.9,11763.7,0.0,2227.1,55.7,0.0,0.0,0.0,0.0,76.2,0.0,11.2,1808.23,0.0,2707.12,898.9,0.0,0.0,2707.12,0.0,true,1,1,8.111870399999999,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
