analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,configuration|version,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-FlatCeilings,cost-estimates|byAttribute|Opt-CathCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-Windows,cost-estimates|byAttribute|Opt-DWHR,cost-estimates|byAttribute|Opt-AboveGradeWall,cost-estimates|byAttribute|Opt-Heating-Cooling,cost-estimates|byAttribute|Opt-VentSystem,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AboveGradeWall,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHR,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-H2K-PV,input|Opt-HRVspec,input|Opt-Heating-Cooling,input|Opt-Location,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-VentSystem,input|Opt-WindowDistribution,input|Opt-Windows,input|Ruleset-Fuel-Source,input|Ruleset-Ventilation,input|Run-Locale,input|Run-Region,input|upgrade-package-list,output|AnnDHWLoad-GJ,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|EnvAGBsemntHL-GJ,output|EnvAirLkVntHL-GJ,output|EnvBGBsemntHL-GJ,output|EnvBsemntFHHL-GJ,output|EnvCeilHL-GJ,output|EnvCrawlHL-GJ,output|EnvDoorHL-GJ,output|EnvFABsemntHL-GJ,output|EnvFloorHL-GJ,output|EnvPonyWallHL-GJ,output|EnvSlabHL-GJ,output|EnvTotalHL-GJ,output|EnvWallHL-GJ,output|EnvWinHL-GJ,output|Gross-HeatLoss-GJ,output|HDDs,output|HotWaterElec-GJ,output|HotWaterGas-GJ,output|HotWaterOil-GJ,output|HotWaterProp-GJ,output|HotWaterWood-GJ,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|SpcHeatElec-GJ,output|SpcHeatGas-GJ,output|SpcHeatOil-GJ,output|SpcHeatProp-GJ,output|SpcHeatWood-GJ,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Useful-Solar-Gain-GJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,TORONTO,1.3,5.1,0,0,5.5,0,0,1.3,0.3,0.3,0,0,0.3,0,0,0.3,0.629,0.639,0,0,0.64,0,0,0.629,Zone 5,,Natural gas,roadmapping-1946-1983.h2k,sim-266.choices,HTAP-options.json,General,HTAP-work-25,266,HTAP-sim-266,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5283.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5283.75,0,Details in JSON output,Details in JSON output,true,5283.75,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,ElecIDEAL,NA,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,TORONTO,General,ArchetypeRoadmapping_gas,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,TORONTO,ONTARIO,{},15.4,81.1,0.0,0,0.0,15.4,81.1,0,26.3,122.8,0.0,34103.9,0.0,0.0,0.0,0.0,8.1,28.9,15.6,1.6,6.4,0.0,3.7,9.8,0.0,0.0,0.0,118.7,36.9,17.6,118.7,3520,15.4,0.0,0.0,0.0,0.0,1.643,4.54,147.6,1,3880.9,14800.0,0.0,2123.2,81.1,0.0,0.0,0.0,0.0,124.1,0.0,13.0,2603.2,0.0,2603.2,0.0,0.0,0.0,2603.2,0.0,true,1,1,4.5368834,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,TORONTO,1.3,5.1,0,0,5.5,0,0,1.3,0.3,0.3,0,0,0.3,0,0,0.3,0.629,0.639,0,0,0.64,0,0,0.629,Zone 5,,Natural gas,roadmapping-1946-1983.h2k,sim-267.choices,HTAP-options.json,General,HTAP-work-26,267,HTAP-sim-267,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5283.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5283.75,0,Details in JSON output,Details in JSON output,true,5283.75,S,Opt-DHWSystem=>elec_tankless_ef0.96;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,elec_tankless_ef0.96,NA,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,TORONTO,General,ArchetypeRoadmapping_gas,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,TORONTO,ONTARIO,{},15.4,80.8,0.0,0,0.0,16.0,80.8,0,26.3,123.1,0.0,34197.0,0.0,0.0,0.0,0.0,8.1,28.9,15.6,1.6,6.4,0.0,3.7,9.5,0.0,0.0,0.0,118.8,36.9,17.6,118.8,3520,16.0,0.0,0.0,0.0,0.0,1.643,4.63,148.1,1,3880.9,14800.0,0.0,2129.7,80.8,0.0,0.0,0.0,0.0,123.6,0.0,13.0,2609.73,0.0,2609.73,0.0,0.0,0.0,2609.73,0.0,true,1,1,4.6318795999999995,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,TORONTO,1.3,5.1,0,0,5.5,0,0,1.3,0.3,0.3,0,0,0.3,0,0,0.3,0.629,0.639,0,0,0.64,0,0,0.629,Zone 5,,Natural gas,roadmapping-1946-1983.h2k,sim-268.choices,HTAP-options.json,General,HTAP-work-27,268,HTAP-sim-268,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5407.5,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7725.719999999999,0,Details in JSON output,Details in JSON output,true,7725.719999999999,S,Opt-DHWSystem=>elec_heatpump_ef2.30;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,elec_heatpump_ef2.30,NA,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,TORONTO,General,ArchetypeRoadmapping_gas,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,TORONTO,ONTARIO,{},15.4,85.2,0.0,0,0.0,7.4,85.2,0,26.3,118.9,0.0,33032.2,0.0,0.0,0.0,0.0,7.8,30.4,15.0,1.5,6.4,0.0,3.7,11.9,0.0,0.0,0.0,119.3,36.9,17.6,119.3,3520,7.4,0.0,0.0,0.0,0.0,1.643,7.25,141.7,1,3880.9,15050.8,0.0,2048.0,85.2,0.0,0.0,0.0,0.0,130.4,0.0,13.4,2527.97,0.0,2527.97,0.0,0.0,0.0,2527.97,0.0,true,1,1,7.2479701,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,TORONTO,1.3,5.1,0,0,5.5,0,0,1.3,0.3,0.3,0,0,0.3,0,0,0.3,0.629,0.639,0,0,0.64,0,0,0.629,Zone 5,,Natural gas,roadmapping-1946-1983.h2k,sim-269.choices,HTAP-options.json,General,HTAP-work-28,269,HTAP-sim-269,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5407.5,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7725.719999999999,0,Details in JSON output,Details in JSON output,true,7725.719999999999,S,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,HPHotWater,NA,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,TORONTO,General,ArchetypeRoadmapping_gas,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,TORONTO,ONTARIO,{},15.4,84.9,0.0,0,0.0,6.7,84.9,0,26.3,117.8,0.0,32725.5,0.0,0.0,0.0,0.0,7.9,30.4,15.1,1.5,6.4,0.0,3.7,11.6,0.0,0.0,0.0,119.4,36.9,17.6,119.4,3520,6.7,0.0,0.0,0.0,0.0,1.643,7.51,140.0,1,3880.9,15050.8,0.0,2026.4,84.9,0.0,0.0,0.0,0.0,129.8,0.0,13.3,2506.44,0.0,2506.44,0.0,0.0,0.0,2506.44,0.0,true,1,1,7.5104277,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,TORONTO,1.3,5.1,0,0,5.5,0,0,1.3,0.3,0.3,0,0,0.3,0,0,0.3,0.629,0.639,0,0,0.64,0,0,0.629,Zone 5,,Natural gas,roadmapping-1946-1983.h2k,sim-270.choices,HTAP-options.json,General,HTAP-work-29,270,HTAP-sim-270,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5283.75,0.0,1743.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7026.84,0,Details in JSON output,Details in JSON output,true,7026.84,S,Opt-DHWSystem=>GasInstantaneous;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,GasInstantaneous,NA,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,TORONTO,General,ArchetypeRoadmapping_gas,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,TORONTO,ONTARIO,{},15.4,81.0,0.0,0,0.0,16.2,81.0,0,26.3,123.4,0.0,29791.1,434.1,0.0,0.0,0.0,8.1,28.9,15.6,1.6,6.4,0.0,3.7,9.6,0.0,0.0,0.0,118.8,36.9,17.6,118.8,3520,0.0,16.2,0.0,0.0,0.0,1.643,7.42,148.6,1,3880.9,14800.0,0.0,2219.6,81.0,0.0,0.0,0.0,0.0,123.9,0.0,13.0,2300.44,399.18,2699.62,0.0,0.0,0.0,2699.62,0.0,true,1,1,7.416976999999999,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,MONTREAL,1.3,5.1,0,0,5.5,0,0,1.3,0.34,0.34,0,0,0.34,0,0,0.34,0.59,0.6,0,0,0.6,0,0,0.59,Zone 6,,Natural gas,roadmapping-1946-1983.h2k,sim-271.choices,HTAP-options.json,General,HTAP-work-0,271,HTAP-sim-271,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5655.0,0.0,660.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6315.39,0,Details in JSON output,Details in JSON output,true,6315.39,S,Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,vintageElecEF0.92,NA,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,MONTREAL,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,MONTREAL,QUEBEC,{},16.1,90.4,0.0,0,0.0,17.4,90.4,0,26.3,134.1,0.0,37257.9,0.0,0.0,0.0,0.0,8.7,33.0,18.9,1.7,7.1,0.0,4.0,11.2,0.0,0.0,0.0,130.1,39.9,16.8,130.1,4200,17.4,0.0,0.0,0.0,0.0,1.692,3.98,165.0,1,3559.6,16128.0,0.0,2344.6,90.4,0.0,0.0,0.0,0.0,138.3,0.0,14.2,2824.61,0.0,2824.61,0.0,0.0,0.0,2824.61,0.0,true,1,1,3.9803667,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,MONTREAL,1.3,5.1,0,0,5.5,0,0,1.3,0.34,0.34,0,0,0.34,0,0,0.34,0.59,0.6,0,0,0.6,0,0,0.59,Zone 6,,Natural gas,roadmapping-1946-1983.h2k,sim-272.choices,HTAP-options.json,General,HTAP-work-1,272,HTAP-sim-272,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5655.0,0,Details in JSON output,Details in JSON output,true,5655.0,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,ElecIDEAL,NA,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,MONTREAL,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,MONTREAL,QUEBEC,{},16.1,91.0,0.0,0,0.0,16.1,91.0,0,26.3,133.4,0.0,37053.7,0.0,0.0,0.0,0.0,8.6,33.0,18.7,1.7,7.1,0.0,4.0,11.8,0.0,0.0,0.0,129.8,39.9,16.8,129.8,4200,16.1,0.0,0.0,0.0,0.0,1.692,3.57,163.8,1,3559.6,16128.0,0.0,2330.3,91.0,0.0,0.0,0.0,0.0,139.3,0.0,14.3,2810.27,0.0,2810.27,0.0,0.0,0.0,2810.27,0.0,true,1,1,3.5726686,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,MONTREAL,1.3,5.1,0,0,5.5,0,0,1.3,0.34,0.34,0,0,0.34,0,0,0.34,0.59,0.6,0,0,0.6,0,0,0.59,Zone 6,,Natural gas,roadmapping-1946-1983.h2k,sim-273.choices,HTAP-options.json,General,HTAP-work-2,273,HTAP-sim-273,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5655.0,0,Details in JSON output,Details in JSON output,true,5655.0,S,Opt-DHWSystem=>elec_tankless_ef0.96;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,elec_tankless_ef0.96,NA,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,MONTREAL,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,MONTREAL,QUEBEC,{},16.1,90.7,0.0,0,0.0,16.7,90.7,0,26.3,133.7,0.0,37149.9,0.0,0.0,0.0,0.0,8.6,33.0,18.8,1.7,7.1,0.0,4.0,11.5,0.0,0.0,0.0,130.0,39.9,16.8,130.0,4200,16.7,0.0,0.0,0.0,0.0,1.692,4.01,164.4,1,3559.6,16128.0,0.0,2337.0,90.7,0.0,0.0,0.0,0.0,138.8,0.0,14.2,2817.03,0.0,2817.03,0.0,0.0,0.0,2817.03,0.0,true,1,1,4.012880399999999,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,MONTREAL,1.3,5.1,0,0,5.5,0,0,1.3,0.34,0.34,0,0,0.34,0,0,0.34,0.59,0.6,0,0,0.6,0,0,0.59,Zone 6,,Natural gas,roadmapping-1946-1983.h2k,sim-274.choices,HTAP-options.json,General,HTAP-work-3,274,HTAP-sim-274,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5778.75,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8096.969999999999,0,Details in JSON output,Details in JSON output,true,8096.969999999999,S,Opt-DHWSystem=>elec_heatpump_ef2.30;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,elec_heatpump_ef2.30,NA,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,MONTREAL,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,MONTREAL,QUEBEC,{},16.1,95.5,0.0,0,0.0,7.7,95.5,0,26.3,129.5,0.0,35980.9,0.0,0.0,0.0,0.0,8.4,34.7,18.1,1.6,7.1,0.0,4.0,14.0,0.0,0.0,0.0,130.6,39.9,16.8,130.6,4200,7.7,0.0,0.0,0.0,0.0,1.692,3.99,157.9,1,3559.6,16385.3,0.0,2255.0,95.5,0.0,0.0,0.0,0.0,146.1,0.0,14.6,2734.96,0.0,2734.96,0.0,0.0,0.0,2734.96,0.0,true,1,1,3.9888796,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,MONTREAL,1.3,5.1,0,0,5.5,0,0,1.3,0.34,0.34,0,0,0.34,0,0,0.34,0.59,0.6,0,0,0.6,0,0,0.59,Zone 6,,Natural gas,roadmapping-1946-1983.h2k,sim-275.choices,HTAP-options.json,General,HTAP-work-4,275,HTAP-sim-275,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5778.75,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8096.969999999999,0,Details in JSON output,Details in JSON output,true,8096.969999999999,S,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,HPHotWater,NA,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,MONTREAL,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,MONTREAL,QUEBEC,{},16.1,95.2,0.0,0,0.0,6.9,95.2,0,26.3,128.4,0.0,35660.2,0.0,0.0,0.0,0.0,8.4,34.7,18.2,1.6,7.1,0.0,4.0,13.7,0.0,0.0,0.0,130.7,39.9,16.8,130.7,4200,6.9,0.0,0.0,0.0,0.0,1.692,3.99,156.2,1,3559.6,16385.3,0.0,2232.4,95.2,0.0,0.0,0.0,0.0,145.5,0.0,14.6,2712.45,0.0,2712.45,0.0,0.0,0.0,2712.45,0.0,true,1,1,3.9903843,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,MONTREAL,1.3,5.1,0,0,5.5,0,0,1.3,0.34,0.34,0,0,0.34,0,0,0.34,0.59,0.6,0,0,0.6,0,0,0.59,Zone 6,,Natural gas,roadmapping-1946-1983.h2k,sim-276.choices,HTAP-options.json,General,HTAP-work-5,276,HTAP-sim-276,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5655.0,0.0,1743.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7398.09,0,Details in JSON output,Details in JSON output,true,7398.09,S,Opt-DHWSystem=>GasInstantaneous;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,GasInstantaneous,NA,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,MONTREAL,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,MONTREAL,QUEBEC,{},16.1,90.9,0.0,0,0.0,16.9,90.9,0,26.3,134.1,0.0,32547.0,453.6,0.0,0.0,0.0,8.6,33.0,18.8,1.7,7.1,0.0,4.0,11.6,0.0,0.0,0.0,129.9,39.9,16.8,129.9,4200,0.0,16.9,0.0,0.0,0.0,1.692,4.09,164.9,1,3559.6,16128.0,0.0,2423.3,90.9,0.0,0.0,0.0,0.0,139.0,0.0,14.3,2493.9,409.45,2903.35,0.0,0.0,0.0,2903.35,0.0,true,1,1,4.0860127,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,ONTARIO,Attic/gable,181.6,S,,Two,SingleDetached,664.3,MONTREAL,1.3,5.1,0,0,5.5,0,0,1.3,0.3,0.3,0,0,0.3,0,0,0.3,0.629,0.639,0,0,0.64,0,0,0.629,Zone 6,,Natural gas,roadmapping-1946-1983.h2k,sim-277.choices,HTAP-options.json,General,HTAP-work-6,277,HTAP-sim-277,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5655.0,0,Details in JSON output,Details in JSON output,true,5655.0,S,Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_6,Generic_Wall_R-10-eff,NA,NBC-Baseloads,NA,CeilR25,H2KCodeLibFile,vintageOilEF0.52,NA,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,MONTREAL,General,ArchetypeRoadmapping_oil,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,MONTREAL,QUEBEC,{},16.1,88.8,0.0,0,0.0,30.7,88.8,0,26.3,145.8,0.0,31977.6,0.0,796.1,0.0,0.0,8.9,33.1,19.6,1.7,7.1,0.0,4.0,8.7,0.0,0.0,0.0,133.4,39.9,19.1,133.4,4200,0.0,0.0,30.7,0.0,0.0,1.643,4.28,182.8,1,3678.5,16358.2,0.0,2909.3,88.8,0.0,0.0,0.0,0.0,135.9,0.0,14.7,2453.93,0.0,3389.34,935.41,0.0,0.0,3389.34,0.0,true,1,1,4.2785193999999995,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
