myID,myBatchname,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Floor-Area-m2,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-FlatCeilings,cost-estimates|byAttribute|Opt-CathCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-CasementWindows,cost-estimates|byAttribute|Opt-DWHRSystem,cost-estimates|byAttribute|Opt-GenericWall_1Layer_definitions,cost-estimates|byAttribute|Opt-HVACSystem,cost-estimates|byAttribute|Opt-HRVonly,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|total,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-Baseloads,input|Opt-CasementWindows,input|Opt-Ceilings,input|Opt-DHWSystem,input|Opt-DWHRSystem,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-GenericWall_1Layer_definitions,input|Opt-HRVonly,input|Opt-HRVspec,input|Opt-Heating-Cooling,input|Opt-Location,input|Opt-Ruleset,input|Opt-WindowDistribution,input|Ruleset-Fuel-Source,input|Ruleset-Ventilation,input|Run-Locale,input|Run-Region,input|upgrade-package-list,output|AuxEnergyReq-HeatingGJ,output|AnnDHWLoad-GJ,output|AvgAirConditioning-COP,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|Gross-HeatLoss-GJ,output|HDDs,output|PEAK-Cooling-W,output|PEAK-Heating-W,status|success,output|SpcHeatHP-GJ,output|SpcHeatElec-GJ,output|SpcHeatGas-GJ,output|SpcHeatOil-GJ,output|SpcHeatWood-GJ,output|SpcHeatProp-GJ,output|HotWaterElec-GJ,output|HotWaterGas-GJ,output|HotWaterOil-GJ,output|HotWaterWood-GJ,output|HotWaterProp-GJ,
id-776,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,977.88,5036.25,0,Details in JSON output,6014.13,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_elec,NA,,,WINNIPEG,MANITOBA,{},76.9,17.1,0.0,0.0,17.1,76.9,26.3,120.3,0.0,33418.7,0.0,0.0,0.0,0.0,114.8,5670,3211.8,13648.9,true,0,76.9,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0.0,
id-777,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,977.88,5036.25,0,Details in JSON output,6014.13,Opt-DHWSystem=>elec_tankless_ef0.96;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,elec_tankless_ef0.96,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_elec,NA,,,WINNIPEG,MANITOBA,{},76.6,17.1,0.0,0.0,17.8,76.6,26.3,120.7,0.0,33516.1,0.0,0.0,0.0,0.0,114.9,5670,3211.8,13648.9,true,0,76.6,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,
id-778,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,977.88,7354.469999999999,0,Details in JSON output,8332.35,Opt-DHWSystem=>elec_heatpump_ef2.30;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,elec_heatpump_ef2.30,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_elec,NA,,,WINNIPEG,MANITOBA,{},82.7,17.1,0.0,0.0,8.2,82.7,26.3,117.1,0.0,32528.6,0.0,0.0,0.0,0.0,116.6,5670,3211.8,14044.8,true,0,82.7,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,
id-779,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,977.88,7354.469999999999,0,Details in JSON output,8332.35,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,HPHotWater,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_elec,NA,,,WINNIPEG,MANITOBA,{},82.2,17.1,0.0,0.0,7.4,82.2,26.3,115.9,0.0,32182.5,0.0,0.0,0.0,0.0,116.7,5670,3211.8,14044.8,true,0,82.2,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,
id-780,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,1743.09,0.0,0.0,0.0,0.0,0.0,0,977.88,6779.34,0,Details in JSON output,7757.219999999999,Opt-DHWSystem=>GasInstantaneous;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,GasInstantaneous,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_elec,NA,,,WINNIPEG,MANITOBA,{},76.7,17.1,0.0,0.0,18.0,76.7,26.3,121.0,0.0,28619.1,482.8,0.0,0.0,0.0,114.9,5670,3211.8,13648.9,true,0,76.7,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,
id-781,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,977.88,5036.25,0,Details in JSON output,6014.13,Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,vintageOilEF0.55,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_oil,NA,,,WINNIPEG,MANITOBA,{},73.6,17.1,0.0,0.0,30.5,73.6,26.3,130.3,0.0,27738.3,0.0,790.6,0.0,0.0,115.8,5670,3211.8,13648.9,true,0,73.6,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0.0,
id-782,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,977.88,5036.25,0,Details in JSON output,6014.13,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_oil,NA,,,WINNIPEG,MANITOBA,{},76.9,17.1,0.0,0.0,17.1,76.9,26.3,120.3,0.0,33418.7,0.0,0.0,0.0,0.0,114.8,5670,3211.8,13648.9,true,0,76.9,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0.0,
id-783,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,977.88,5036.25,0,Details in JSON output,6014.13,Opt-DHWSystem=>elec_tankless_ef0.96;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,elec_tankless_ef0.96,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_oil,NA,,,WINNIPEG,MANITOBA,{},76.6,17.1,0.0,0.0,17.8,76.6,26.3,120.7,0.0,33516.1,0.0,0.0,0.0,0.0,114.9,5670,3211.8,13648.9,true,0,76.6,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,
id-784,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,977.88,7354.469999999999,0,Details in JSON output,8332.35,Opt-DHWSystem=>elec_heatpump_ef2.30;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,elec_heatpump_ef2.30,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_oil,NA,,,WINNIPEG,MANITOBA,{},82.7,17.1,0.0,0.0,8.2,82.7,26.3,117.1,0.0,32528.6,0.0,0.0,0.0,0.0,116.6,5670,3211.8,14044.8,true,0,82.7,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,
id-785,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,977.88,7354.469999999999,0,Details in JSON output,8332.35,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,HPHotWater,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_oil,NA,,,WINNIPEG,MANITOBA,{},82.2,17.1,0.0,0.0,7.4,82.2,26.3,115.9,0.0,32182.5,0.0,0.0,0.0,0.0,116.7,5670,3211.8,14044.8,true,0,82.2,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,
id-786,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,1743.09,0.0,0.0,0.0,0.0,0.0,0,977.88,6779.34,0,Details in JSON output,7757.219999999999,Opt-DHWSystem=>GasInstantaneous;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,GasInstantaneous,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_oil,NA,,,WINNIPEG,MANITOBA,{},76.7,17.1,0.0,0.0,18.0,76.7,26.3,121.0,0.0,28619.1,482.8,0.0,0.0,0.0,114.9,5670,3211.8,13648.9,true,0,76.7,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,
id-787,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,977.88,5036.25,0,Details in JSON output,6014.13,Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,vintageGasEF0.55,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_gas,NA,,,WINNIPEG,MANITOBA,{},75.1,17.1,0.0,0.0,30.3,75.1,26.3,131.7,0.0,28166.1,812.4,0.0,0.0,0.0,118.6,5670,3211.8,14044.8,true,0,75.1,0.0,0.0,0.0,0.0,0.0,30.3,0.0,0.0,0.0,
id-788,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,977.88,5036.25,0,Details in JSON output,6014.13,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_gas,NA,,,WINNIPEG,MANITOBA,{},76.9,17.1,0.0,0.0,17.1,76.9,26.3,120.3,0.0,33418.7,0.0,0.0,0.0,0.0,114.8,5670,3211.8,13648.9,true,0,76.9,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0.0,
id-789,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,977.88,5036.25,0,Details in JSON output,6014.13,Opt-DHWSystem=>elec_tankless_ef0.96;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,elec_tankless_ef0.96,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_gas,NA,,,WINNIPEG,MANITOBA,{},76.6,17.1,0.0,0.0,17.8,76.6,26.3,120.7,0.0,33516.1,0.0,0.0,0.0,0.0,114.9,5670,3211.8,13648.9,true,0,76.6,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,
id-790,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,977.88,7354.469999999999,0,Details in JSON output,8332.35,Opt-DHWSystem=>elec_heatpump_ef2.30;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,elec_heatpump_ef2.30,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_gas,NA,,,WINNIPEG,MANITOBA,{},82.7,17.1,0.0,0.0,8.2,82.7,26.3,117.1,0.0,32528.6,0.0,0.0,0.0,0.0,116.6,5670,3211.8,14044.8,true,0,82.7,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,
id-791,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,977.88,7354.469999999999,0,Details in JSON output,8332.35,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,HPHotWater,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_gas,NA,,,WINNIPEG,MANITOBA,{},82.2,17.1,0.0,0.0,7.4,82.2,26.3,115.9,0.0,32182.5,0.0,0.0,0.0,0.0,116.7,5670,3211.8,14044.8,true,0,82.2,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,
id-792,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 7a,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,1743.09,0.0,0.0,0.0,0.0,0.0,0,977.88,6779.34,0,Details in JSON output,7757.219999999999,Opt-DHWSystem=>GasInstantaneous;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,GasInstantaneous,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,WINNIPEG,ArchetypeRoadmapping_gas,NA,,,WINNIPEG,MANITOBA,{},76.7,17.1,0.0,0.0,18.0,76.7,26.3,121.0,0.0,28619.1,482.8,0.0,0.0,0.0,114.9,5670,3211.8,13648.9,true,0,76.7,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,
id-793,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 5,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,660.39,0.0,0.0,0.0,0.0,0.0,0,977.88,4582.89,0,Details in JSON output,5560.77,Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,vintageElecEF0.92,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,TORONTO,ArchetypeRoadmapping_elec,NA,,,TORONTO,ONTARIO,{},45.1,15.4,0.0,0.0,16.7,45.1,26.3,88.2,0.0,24486.9,0.0,0.0,0.0,0.0,78.4,3520,3451.6,9606.1,true,0,45.1,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,
id-794,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 5,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,977.88,3922.5,0,Details in JSON output,4900.38,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,TORONTO,ArchetypeRoadmapping_elec,NA,,,TORONTO,ONTARIO,{},45.7,15.4,0.0,0.0,15.4,45.7,26.3,87.4,0.0,24274.0,0.0,0.0,0.0,0.0,78.2,3520,3451.6,9606.1,true,0,45.7,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,
id-795,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 5,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,977.88,3922.5,0,Details in JSON output,4900.38,Opt-DHWSystem=>elec_tankless_ef0.96;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,elec_tankless_ef0.96,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,TORONTO,ArchetypeRoadmapping_elec,NA,,,TORONTO,ONTARIO,{},45.4,15.4,0.0,0.0,16.0,45.4,26.3,87.7,0.0,24369.9,0.0,0.0,0.0,0.0,78.3,3520,3451.6,9606.1,true,0,45.4,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,
id-796,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 5,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,977.88,6240.719999999999,0,Details in JSON output,7218.6,Opt-DHWSystem=>elec_heatpump_ef2.30;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,elec_heatpump_ef2.30,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,TORONTO,ArchetypeRoadmapping_elec,NA,,,TORONTO,ONTARIO,{},49.8,15.4,0.0,0.0,7.4,49.8,26.3,83.4,0.0,23178.8,0.0,0.0,0.0,0.0,79.0,3520,3451.6,9862.0,true,0,49.8,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,
id-797,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 5,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,977.88,6240.719999999999,0,Details in JSON output,7218.6,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,HPHotWater,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,TORONTO,ArchetypeRoadmapping_elec,NA,,,TORONTO,ONTARIO,{},49.4,15.4,0.0,0.0,6.7,49.4,26.3,82.4,0.0,22875.4,0.0,0.0,0.0,0.0,79.1,3520,3451.6,9862.0,true,0,49.4,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,
id-798,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 5,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,1743.09,0.0,0.0,0.0,0.0,0.0,0,977.88,5665.59,0,Details in JSON output,6643.469999999999,Opt-DHWSystem=>GasInstantaneous;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,GasInstantaneous,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,TORONTO,ArchetypeRoadmapping_elec,NA,,,TORONTO,ONTARIO,{},45.6,15.4,0.0,0.0,16.2,45.6,26.3,88.0,0.0,19962.6,434.1,0.0,0.0,0.0,78.3,3520,3451.6,9606.1,true,0,45.6,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,
id-799,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 5,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,977.88,3922.5,0,Details in JSON output,4900.38,Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,vintageOilEF0.55,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,TORONTO,ArchetypeRoadmapping_oil,NA,,,TORONTO,ONTARIO,{},42.8,15.4,0.0,0.0,28.0,42.8,26.3,97.1,0.0,19201.8,0.0,726.9,0.0,0.0,79.2,3520,3451.6,9606.1,true,0,42.8,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,
id-800,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 5,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,977.88,3922.5,0,Details in JSON output,4900.38,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,ElecIDEAL,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,TORONTO,ArchetypeRoadmapping_oil,NA,,,TORONTO,ONTARIO,{},45.7,15.4,0.0,0.0,15.4,45.7,26.3,87.4,0.0,24274.0,0.0,0.0,0.0,0.0,78.2,3520,3451.6,9606.1,true,0,45.7,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,
id-801,dhw-results.csv,191.743,13.128,OTTAWA,207.6,Two,SingleDetached,757.5,Zone 5,,Natural gas,roadmapping-2006-2011.h2k,0,0.0,0.0,0.0,977.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,977.88,3922.5,0,Details in JSON output,4900.38,Opt-DHWSystem=>elec_tankless_ef0.96;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_2_5,NBC-Baseloads,dbl-clear-u2.13,CeilR40,elec_tankless_ef0.96,NA,NA,NA,VintageR5,NA,NA,VintageR10,Generic_Wall_R-15-eff,NA,NA,NBC-elec-heat,TORONTO,ArchetypeRoadmapping_oil,NA,,,TORONTO,ONTARIO,{},45.4,15.4,0.0,0.0,16.0,45.4,26.3,87.7,0.0,24369.9,0.0,0.0,0.0,0.0,78.3,3520,3451.6,9606.1,true,0,45.4,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,
