myID,myBatchname,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Floor-Area-m2,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-FlatCeilings,cost-estimates|byAttribute|Opt-CathCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-CasementWindows,cost-estimates|byAttribute|Opt-DWHRSystem,cost-estimates|byAttribute|Opt-GenericWall_1Layer_definitions,cost-estimates|byAttribute|Opt-HVACSystem,cost-estimates|byAttribute|Opt-HRVonly,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|total,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-Baseloads,input|Opt-CasementWindows,input|Opt-Ceilings,input|Opt-DHWSystem,input|Opt-DWHRSystem,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-GenericWall_1Layer_definitions,input|Opt-HRVonly,input|Opt-HRVspec,input|Opt-Heating-Cooling,input|Opt-Location,input|Opt-Ruleset,input|Opt-WindowDistribution,input|Ruleset-Fuel-Source,input|Ruleset-Ventilation,input|Run-Locale,input|Run-Region,input|upgrade-package-list,output|AuxEnergyReq-HeatingGJ,output|AnnDHWLoad-GJ,output|AvgAirConditioning-COP,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|Gross-HeatLoss-GJ,output|HDDs,output|PEAK-Cooling-W,output|PEAK-Heating-W,status|success,output|SpcHeatHP-GJ,output|SpcHeatElec-GJ,output|SpcHeatGas-GJ,output|SpcHeatOil-GJ,output|SpcHeatWood-GJ,output|SpcHeatProp-GJ,output|HotWaterElec-GJ,output|HotWaterGas-GJ,output|HotWaterOil-GJ,output|HotWaterWood-GJ,output|HotWaterProp-GJ,
id-1,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,660.39,0.0,0.0,0.0,0.0,0.0,0,0.0,4706.64,0,Details in JSON output,4706.639999999999,Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.33,CeilR20,vintageElecEF0.92,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_elec,NA,,,VANCOUVER,BRITISH COLUMBIA,{},55.1,15.4,0.0,0.0,16.7,55.1,26.3,98.1,0.0,27241.8,0.0,0.0,0.0,0.0,90.1,2825,2562.9,10238.0,true,0,55.1,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,
id-2,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4046.25,0,Details in JSON output,4046.25,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.33,CeilR20,ElecIDEAL,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_elec,NA,,,VANCOUVER,BRITISH COLUMBIA,{},55.7,15.4,0.0,0.0,15.4,55.7,26.3,97.4,0.0,27050.4,0.0,0.0,0.0,0.0,89.9,2825,2562.9,10238.0,true,0,55.7,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,
id-3,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4046.25,0,Details in JSON output,4046.25,Opt-DHWSystem=>elec_tankless_ef0.96;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.33,CeilR20,elec_tankless_ef0.96,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_elec,NA,,,VANCOUVER,BRITISH COLUMBIA,{},55.4,15.4,0.0,0.0,16.0,55.4,26.3,97.7,0.0,27137.7,0.0,0.0,0.0,0.0,90.0,2825,2562.9,10238.0,true,0,55.4,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,
id-4,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,6364.469999999999,0,Details in JSON output,6364.469999999999,Opt-DHWSystem=>elec_heatpump_ef2.30;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.33,CeilR20,elec_heatpump_ef2.30,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_elec,NA,,,VANCOUVER,BRITISH COLUMBIA,{},59.4,15.4,0.0,0.0,7.4,59.4,26.3,93.1,0.0,25849.0,0.0,0.0,0.0,0.0,89.8,2825,2562.9,10359.3,true,0,59.4,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,
id-5,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,6364.469999999999,0,Details in JSON output,6364.469999999999,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.33,CeilR20,HPHotWater,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_elec,NA,,,VANCOUVER,BRITISH COLUMBIA,{},59.0,15.4,0.0,0.0,6.7,59.0,26.3,91.9,0.0,25534.3,0.0,0.0,0.0,0.0,90.0,2825,2562.9,10359.3,true,0,59.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,
id-6,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1743.09,0.0,0.0,0.0,0.0,0.0,0,0.0,5789.34,0,Details in JSON output,5789.34,Opt-DHWSystem=>GasInstantaneous;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.33,CeilR20,GasInstantaneous,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_elec,NA,,,VANCOUVER,BRITISH COLUMBIA,{},55.6,15.4,0.0,0.0,16.2,55.6,26.3,98.0,0.0,22733.5,434.3,0.0,0.0,0.0,89.9,2825,2562.9,10238.0,true,0,55.6,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,
id-7,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4046.25,0,Details in JSON output,4046.25,Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.85,CeilR20,vintageOilEF0.52,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_oil,NA,,,VANCOUVER,BRITISH COLUMBIA,{},53.3,15.4,0.0,0.0,29.6,53.3,26.3,109.1,0.0,22099.0,0.0,768.0,0.0,0.0,92.6,2825,2580.5,10362.8,true,0,53.3,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,
id-8,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4046.25,0,Details in JSON output,4046.25,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.85,CeilR20,ElecIDEAL,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_oil,NA,,,VANCOUVER,BRITISH COLUMBIA,{},57.0,15.4,0.0,0.0,15.4,57.0,26.3,98.6,0.0,27396.5,0.0,0.0,0.0,0.0,91.3,2825,2580.5,10362.8,true,0,57.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,
id-9,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4046.25,0,Details in JSON output,4046.25,Opt-DHWSystem=>elec_tankless_ef0.96;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.85,CeilR20,elec_tankless_ef0.96,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_oil,NA,,,VANCOUVER,BRITISH COLUMBIA,{},56.6,15.4,0.0,0.0,16.0,56.6,26.3,98.9,0.0,27483.1,0.0,0.0,0.0,0.0,91.4,2825,2580.5,10362.8,true,0,56.6,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,
id-10,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,6488.219999999999,0,Details in JSON output,6488.219999999999,Opt-DHWSystem=>elec_heatpump_ef2.30;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.85,CeilR20,elec_heatpump_ef2.30,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_oil,NA,,,VANCOUVER,BRITISH COLUMBIA,{},60.6,15.4,0.0,0.0,7.4,60.6,26.3,94.3,0.0,26198.7,0.0,0.0,0.0,0.0,91.2,2825,2580.5,10484.1,true,0,60.6,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,
id-11,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,6488.219999999999,0,Details in JSON output,6488.219999999999,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.85,CeilR20,HPHotWater,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_oil,NA,,,VANCOUVER,BRITISH COLUMBIA,{},60.2,15.4,0.0,0.0,6.7,60.2,26.3,93.2,0.0,25883.4,0.0,0.0,0.0,0.0,91.3,2825,2580.5,10484.1,true,0,60.2,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,
id-12,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1743.09,0.0,0.0,0.0,0.0,0.0,0,0.0,5789.34,0,Details in JSON output,5789.34,Opt-DHWSystem=>GasInstantaneous;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.85,CeilR20,GasInstantaneous,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_oil,NA,,,VANCOUVER,BRITISH COLUMBIA,{},56.8,15.4,0.0,0.0,16.2,56.8,26.3,99.3,0.0,23079.3,434.3,0.0,0.0,0.0,91.3,2825,2580.5,10362.8,true,0,56.8,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,
id-13,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4170.0,0,Details in JSON output,4170.0,Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.85,CeilR20,vintageGasEF0.55,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_gas,NA,,,VANCOUVER,BRITISH COLUMBIA,{},53.5,15.4,0.0,0.0,28.0,53.5,26.3,107.8,0.0,22173.2,750.8,0.0,0.0,0.0,93.6,2825,2580.5,10484.1,true,0,53.5,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,
id-14,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4046.25,0,Details in JSON output,4046.25,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.85,CeilR20,ElecIDEAL,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_gas,NA,,,VANCOUVER,BRITISH COLUMBIA,{},57.0,15.4,0.0,0.0,15.4,57.0,26.3,98.6,0.0,27396.5,0.0,0.0,0.0,0.0,91.3,2825,2580.5,10362.8,true,0,57.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,
id-15,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4046.25,0,Details in JSON output,4046.25,Opt-DHWSystem=>elec_tankless_ef0.96;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.85,CeilR20,elec_tankless_ef0.96,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_gas,NA,,,VANCOUVER,BRITISH COLUMBIA,{},56.6,15.4,0.0,0.0,16.0,56.6,26.3,98.9,0.0,27483.1,0.0,0.0,0.0,0.0,91.4,2825,2580.5,10362.8,true,0,56.6,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,
id-16,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,6488.219999999999,0,Details in JSON output,6488.219999999999,Opt-DHWSystem=>elec_heatpump_ef2.30;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.85,CeilR20,elec_heatpump_ef2.30,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_gas,NA,,,VANCOUVER,BRITISH COLUMBIA,{},60.6,15.4,0.0,0.0,7.4,60.6,26.3,94.3,0.0,26198.7,0.0,0.0,0.0,0.0,91.2,2825,2580.5,10484.1,true,0,60.6,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,
id-17,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,6488.219999999999,0,Details in JSON output,6488.219999999999,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.85,CeilR20,HPHotWater,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_gas,NA,,,VANCOUVER,BRITISH COLUMBIA,{},60.2,15.4,0.0,0.0,6.7,60.2,26.3,93.2,0.0,25883.4,0.0,0.0,0.0,0.0,91.3,2825,2580.5,10484.1,true,0,60.2,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,
id-18,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 4,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1743.09,0.0,0.0,0.0,0.0,0.0,0,0.0,5789.34,0,Details in JSON output,5789.34,Opt-DHWSystem=>GasInstantaneous;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.85,CeilR20,GasInstantaneous,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,VANCOUVER,ArchetypeRoadmapping_gas,NA,,,VANCOUVER,BRITISH COLUMBIA,{},56.8,15.4,0.0,0.0,16.2,56.8,26.3,99.3,0.0,23079.3,434.3,0.0,0.0,0.0,91.3,2825,2580.5,10362.8,true,0,56.8,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,
id-19,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 7a,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,660.39,0.0,0.0,0.0,0.0,0.0,0,0.0,7676.64,0,Details in JSON output,7676.64,Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.33,CeilR20,vintageElecEF0.92,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,CALGARY,ArchetypeRoadmapping_elec,NA,,,CALGARY,ALBERTA,{},116.2,17.1,0.0,0.0,18.5,116.2,26.3,161.0,0.0,44712.1,0.0,0.0,0.0,0.0,158.2,5000,2232.3,21021.9,true,0,116.2,0.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,
id-20,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 7a,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7016.25,0,Details in JSON output,7016.25,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.33,CeilR20,ElecIDEAL,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,CALGARY,ArchetypeRoadmapping_elec,NA,,,CALGARY,ALBERTA,{},117.0,17.1,0.0,0.0,17.1,117.0,26.3,160.4,0.0,44552.1,0.0,0.0,0.0,0.0,158.0,5000,2232.3,21021.9,true,0,117.0,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0.0,
id-21,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 7a,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7016.25,0,Details in JSON output,7016.25,Opt-DHWSystem=>elec_tankless_ef0.96;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.33,CeilR20,elec_tankless_ef0.96,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,CALGARY,ArchetypeRoadmapping_elec,NA,,,CALGARY,ALBERTA,{},116.6,17.1,0.0,0.0,17.8,116.6,26.3,160.7,0.0,44633.9,0.0,0.0,0.0,0.0,158.1,5000,2232.3,21021.9,true,0,116.6,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,
id-22,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 7a,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,9458.22,0,Details in JSON output,9458.22,Opt-DHWSystem=>elec_heatpump_ef2.30;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.33,CeilR20,elec_heatpump_ef2.30,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,CALGARY,ArchetypeRoadmapping_elec,NA,,,CALGARY,ALBERTA,{},122.7,17.1,0.0,0.0,8.2,122.7,26.3,157.2,0.0,43653.0,0.0,0.0,0.0,0.0,158.9,5000,2232.3,21367.0,true,0,122.7,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,
id-23,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 7a,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0,0.0,9458.22,0,Details in JSON output,9458.22,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.33,CeilR20,HPHotWater,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,CALGARY,ArchetypeRoadmapping_elec,NA,,,CALGARY,ALBERTA,{},122.2,17.1,0.0,0.0,7.4,122.2,26.3,155.8,0.0,43285.1,0.0,0.0,0.0,0.0,159.0,5000,2232.3,21367.0,true,0,122.2,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,
id-24,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 7a,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1743.09,0.0,0.0,0.0,0.0,0.0,0,0.0,8759.34,0,Details in JSON output,8759.34,Opt-DHWSystem=>GasInstantaneous;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.33,CeilR20,GasInstantaneous,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,CALGARY,ArchetypeRoadmapping_elec,NA,,,CALGARY,ALBERTA,{},116.8,17.1,0.0,0.0,18.0,116.8,26.3,161.1,0.0,39744.2,482.9,0.0,0.0,0.0,158.0,5000,2232.3,21021.9,true,0,116.8,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,
id-25,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 7a,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7016.25,0,Details in JSON output,7016.25,Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.85,CeilR20,vintageOilEF0.52,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,CALGARY,ArchetypeRoadmapping_oil,NA,,,CALGARY,ALBERTA,{},114.7,17.1,0.0,0.0,32.2,114.7,26.3,173.1,0.0,39160.4,0.0,834.9,0.0,0.0,161.5,5000,2249.8,21245.6,true,0,114.7,0.0,0.0,0.0,0.0,0.0,0.0,32.2,0.0,0.0,
id-26,dhw-results.csv,145.7,8.264,OTTAWA,132.0,Two,SingleDetached,456.8,Zone 7a,,Natural gas,roadmapping-pre-1946.h2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7016.25,0,Details in JSON output,7016.25,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_10,NBC-Baseloads,dbl-clear-u3.85,CeilR20,ElecIDEAL,NA,NA,NA,uninsulated,NA,NA,VintageR5,Generic_Wall_R-07-eff,NA,NA,NBC-elec-heat,CALGARY,ArchetypeRoadmapping_oil,NA,,,CALGARY,ALBERTA,{},119.1,17.1,0.0,0.0,17.1,119.1,26.3,162.5,0.0,45140.2,0.0,0.0,0.0,0.0,160.2,5000,2249.8,21245.6,true,0,119.1,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0.0,
