analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,configuration|version,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-FlatCeilings,cost-estimates|byAttribute|Opt-CathCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-Windows,cost-estimates|byAttribute|Opt-DWHR,cost-estimates|byAttribute|Opt-AboveGradeWall,cost-estimates|byAttribute|Opt-Heating-Cooling,cost-estimates|byAttribute|Opt-VentSystem,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AboveGradeWall,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHR,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-H2K-PV,input|Opt-HRVspec,input|Opt-Heating-Cooling,input|Opt-Location,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-VentSystem,input|Opt-WindowDistribution,input|Opt-Windows,input|Ruleset-Fuel-Source,input|Ruleset-Ventilation,input|Run-Locale,input|Run-Region,input|upgrade-package-list,output|AnnDHWLoad-GJ,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|EnvAGBsemntHL-GJ,output|EnvAirLkVntHL-GJ,output|EnvBGBsemntHL-GJ,output|EnvBsemntFHHL-GJ,output|EnvCeilHL-GJ,output|EnvCrawlHL-GJ,output|EnvDoorHL-GJ,output|EnvFABsemntHL-GJ,output|EnvFloorHL-GJ,output|EnvPonyWallHL-GJ,output|EnvSlabHL-GJ,output|EnvTotalHL-GJ,output|EnvWallHL-GJ,output|EnvWinHL-GJ,output|Gross-HeatLoss-GJ,output|HDDs,output|HotWaterElec-GJ,output|HotWaterGas-GJ,output|HotWaterOil-GJ,output|HotWaterProp-GJ,output|HotWaterWood-GJ,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|SpcHeatElec-GJ,output|SpcHeatGas-GJ,output|SpcHeatHP-GJ,output|SpcHeatOil-GJ,output|SpcHeatProp-GJ,output|SpcHeatWood-GJ,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Useful-Solar-Gain-GJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 1,81.44,88.1,0,3.532,0.0,0,17.145,290.987,0,0,170.672,11.537,OTTAWA,ONTARIO,Attic/gable,184.6,S,,Two,SingleDetached,661.0,CALGARY,1.2,5.0,0,0,4.1,0,0,1.2,0.32,0.32,0,0,0.32,0,0,0.32,0.609,0.62,0,0,0.618,0,0,0.609,Zone 7a,,Natural gas,roadmapping-1984-1995.h2k,sim-108.choices,HTAP-options.json,General,HTAP-work-17,108,HTAP-sim-108,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18458.12,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20776.34,0,Details in JSON output,Details in JSON output,true,20776.34,S,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>CCASHP;,true,ACH_4_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR30,H2KCodeLibFile,HPHotWater,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,CCASHP,CALGARY,General,ArchetypeRoadmapping_gas,NA,NA,NA,NA,NA,dbl-clear-u3.13,,,CALGARY,ALBERTA,{},17.1,77.1,2.7,0,1.0,7.4,42.0,0,26.3,76.8,0.0,21321.5,0.0,0.0,0.0,0.0,5.5,30.4,16.6,1.8,10.2,0.0,1.8,14.3,0.0,0.0,0.0,116.3,31.9,18.0,116.3,5000,7.4,0.0,0.0,0.0,0.0,2.117,8.55,75.7,1,2463.1,15538.1,0.0,1225.9,42.0,0.0,16.3,0.0,0.0,0.0,116.1,3.1,16.6,1705.87,0.0,1705.87,0.0,0.0,0.0,1705.87,0.0,true,1,1,8.5509189,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,CALGARY,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 7a,,Natural gas,roadmapping-1996-2005.h2k,sim-109.choices,HTAP-options.json,General,HTAP-work-18,109,HTAP-sim-109,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036.25,0,Details in JSON output,Details in JSON output,false,5036.25,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,CALGARY,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,CALGARY,ALBERTA,{},17.1,63.6,0.0,0,0.0,17.1,63.6,0,26.3,107.0,0.0,29717.0,0.0,0.0,0.0,0.0,6.2,25.1,18.2,1.7,5.7,0.0,1.7,13.6,0.0,0.0,0.0,105.8,32.9,14.2,105.8,5000,17.1,0.0,0.0,0.0,0.0,2.597,12.43,110.3,1,2504.0,13694.0,0.0,1815.2,63.6,0.0,0.0,0.0,0.0,0.0,86.9,0.0,15.6,2295.24,0.0,2295.24,0.0,0.0,0.0,2295.24,0.0,true,1,1,12.433997999999999,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,CALGARY,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 7a,,Natural gas,roadmapping-1996-2005.h2k,sim-110.choices,HTAP-options.json,General,HTAP-work-19,110,HTAP-sim-110,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18718.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18718.39,0,Details in JSON output,Details in JSON output,false,18718.39,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,CCASHP,CALGARY,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,CALGARY,ALBERTA,{},17.1,63.5,2.4,0,1.1,17.1,33.8,0,26.3,78.5,0.0,21806.1,0.0,0.0,0.0,0.0,6.2,25.1,18.1,1.7,5.7,0.0,1.7,13.3,0.0,0.0,0.0,105.6,32.9,14.2,105.6,5000,17.1,0.0,0.0,0.0,0.0,2.597,15.71,71.1,1,2504.0,13783.8,0.0,1259.9,33.8,0.0,14.5,0.0,0.0,0.0,86.8,3.0,15.5,1739.89,0.0,1739.89,0.0,0.0,0.0,1739.89,0.0,true,1,1,15.7145206,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,CALGARY,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 7a,,Natural gas,roadmapping-1996-2005.h2k,sim-111.choices,HTAP-options.json,General,HTAP-work-20,111,HTAP-sim-111,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036.25,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7354.469999999999,0,Details in JSON output,Details in JSON output,false,7354.469999999999,S,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,HPHotWater,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,CALGARY,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,CALGARY,ALBERTA,{},17.1,68.4,0.0,0,0.0,7.4,68.4,0,26.3,102.1,0.0,28355.6,0.0,0.0,0.0,0.0,6.1,27.1,17.7,1.6,5.7,0.0,1.7,15.9,0.0,0.0,0.0,107.0,32.9,14.2,107.0,5000,7.4,0.0,0.0,0.0,0.0,2.597,6.39,103.6,1,2504.0,14042.1,0.0,1719.7,68.4,0.0,0.0,0.0,0.0,0.0,93.5,0.0,16.1,2199.66,0.0,2199.66,0.0,0.0,0.0,2199.66,0.0,true,1,1,6.388107199999999,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,CALGARY,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 7a,,Natural gas,roadmapping-1996-2005.h2k,sim-112.choices,HTAP-options.json,General,HTAP-work-21,112,HTAP-sim-112,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18718.39,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21036.61,0,Details in JSON output,Details in JSON output,false,21036.61,S,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>CCASHP;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,HPHotWater,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,CCASHP,CALGARY,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,CALGARY,ALBERTA,{},17.1,68.3,2.6,0,1.0,7.4,36.6,0,26.3,71.4,0.0,19829.6,0.0,0.0,0.0,0.0,6.0,27.1,17.6,1.6,5.7,0.0,1.7,15.6,0.0,0.0,0.0,106.8,32.9,14.2,106.8,5000,7.4,0.0,0.0,0.0,0.0,2.597,11.6,61.4,1,2504.0,14132.1,0.0,1121.1,36.6,0.0,15.3,0.0,0.0,0.0,93.3,3.0,16.1,1601.14,0.0,1601.14,0.0,0.0,0.0,1601.14,0.0,true,1,1,11.602713399999999,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,CALGARY,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 7a,,Natural gas,roadmapping-1996-2005.h2k,sim-113.choices,HTAP-options.json,General,HTAP-work-22,113,HTAP-sim-113,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036.25,0,Details in JSON output,Details in JSON output,false,5036.25,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,CALGARY,General,ArchetypeRoadmapping_oil,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,CALGARY,ALBERTA,{},17.1,63.6,0.0,0,0.0,17.1,63.6,0,26.3,107.0,0.0,29717.0,0.0,0.0,0.0,0.0,6.2,25.1,18.2,1.7,5.7,0.0,1.7,13.6,0.0,0.0,0.0,105.8,32.9,14.2,105.8,5000,17.1,0.0,0.0,0.0,0.0,2.597,11.81,110.3,1,2504.0,13694.0,0.0,1815.2,63.6,0.0,0.0,0.0,0.0,0.0,86.9,0.0,15.6,2295.24,0.0,2295.24,0.0,0.0,0.0,2295.24,0.0,true,1,1,11.8149011,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,CALGARY,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 7a,,Natural gas,roadmapping-1996-2005.h2k,sim-114.choices,HTAP-options.json,General,HTAP-work-23,114,HTAP-sim-114,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18718.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18718.39,0,Details in JSON output,Details in JSON output,false,18718.39,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,CCASHP,CALGARY,General,ArchetypeRoadmapping_oil,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,CALGARY,ALBERTA,{},17.1,63.5,2.4,0,1.1,17.1,33.8,0,26.3,78.5,0.0,21806.1,0.0,0.0,0.0,0.0,6.2,25.1,18.1,1.7,5.7,0.0,1.7,13.3,0.0,0.0,0.0,105.6,32.9,14.2,105.6,5000,17.1,0.0,0.0,0.0,0.0,2.597,15.54,71.1,1,2504.0,13783.8,0.0,1259.9,33.8,0.0,14.5,0.0,0.0,0.0,86.8,3.0,15.5,1739.89,0.0,1739.89,0.0,0.0,0.0,1739.89,0.0,true,1,1,15.5435263,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,CALGARY,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 7a,,Natural gas,roadmapping-1996-2005.h2k,sim-115.choices,HTAP-options.json,General,HTAP-work-24,115,HTAP-sim-115,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036.25,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7354.469999999999,0,Details in JSON output,Details in JSON output,false,7354.469999999999,S,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,HPHotWater,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,CALGARY,General,ArchetypeRoadmapping_oil,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,CALGARY,ALBERTA,{},17.1,68.4,0.0,0,0.0,7.4,68.4,0,26.3,102.1,0.0,28355.6,0.0,0.0,0.0,0.0,6.1,27.1,17.7,1.6,5.7,0.0,1.7,15.9,0.0,0.0,0.0,107.0,32.9,14.2,107.0,5000,7.4,0.0,0.0,0.0,0.0,2.597,16.51,103.6,1,2504.0,14042.1,0.0,1719.7,68.4,0.0,0.0,0.0,0.0,0.0,93.5,0.0,16.1,2199.66,0.0,2199.66,0.0,0.0,0.0,2199.66,0.0,true,1,1,16.5116477,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,CALGARY,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 7a,,Natural gas,roadmapping-1996-2005.h2k,sim-116.choices,HTAP-options.json,General,HTAP-work-25,116,HTAP-sim-116,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18718.39,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21036.61,0,Details in JSON output,Details in JSON output,false,21036.61,S,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>CCASHP;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,HPHotWater,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,CCASHP,CALGARY,General,ArchetypeRoadmapping_oil,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,CALGARY,ALBERTA,{},17.1,68.3,2.6,0,1.0,7.4,36.6,0,26.3,71.4,0.0,19829.6,0.0,0.0,0.0,0.0,6.0,27.1,17.6,1.6,5.7,0.0,1.7,15.6,0.0,0.0,0.0,106.8,32.9,14.2,106.8,5000,7.4,0.0,0.0,0.0,0.0,2.597,6.91,61.4,1,2504.0,14132.1,0.0,1121.1,36.6,0.0,15.3,0.0,0.0,0.0,93.3,3.0,16.1,1601.14,0.0,1601.14,0.0,0.0,0.0,1601.14,0.0,true,1,1,6.9091097999999995,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,CALGARY,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 7a,,Natural gas,roadmapping-1996-2005.h2k,sim-117.choices,HTAP-options.json,General,HTAP-work-26,117,HTAP-sim-117,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036.25,0,Details in JSON output,Details in JSON output,false,5036.25,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,CALGARY,General,ArchetypeRoadmapping_gas,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,CALGARY,ALBERTA,{},17.1,63.6,0.0,0,0.0,17.1,63.6,0,26.3,107.0,0.0,29717.0,0.0,0.0,0.0,0.0,6.2,25.1,18.2,1.7,5.7,0.0,1.7,13.6,0.0,0.0,0.0,105.8,32.9,14.2,105.8,5000,17.1,0.0,0.0,0.0,0.0,2.597,11.34,110.3,1,2504.0,13694.0,0.0,1815.2,63.6,0.0,0.0,0.0,0.0,0.0,86.9,0.0,15.6,2295.24,0.0,2295.24,0.0,0.0,0.0,2295.24,0.0,true,1,1,11.335526199999999,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,CALGARY,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 7a,,Natural gas,roadmapping-1996-2005.h2k,sim-118.choices,HTAP-options.json,General,HTAP-work-27,118,HTAP-sim-118,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18718.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18718.39,0,Details in JSON output,Details in JSON output,false,18718.39,S,Opt-DHWSystem=>ElecIDEAL;Opt-Heating-Cooling=>CCASHP;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,ElecIDEAL,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,CCASHP,CALGARY,General,ArchetypeRoadmapping_gas,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,CALGARY,ALBERTA,{},17.1,63.5,2.4,0,1.1,17.1,33.8,0,26.3,78.5,0.0,21806.1,0.0,0.0,0.0,0.0,6.2,25.1,18.1,1.7,5.7,0.0,1.7,13.3,0.0,0.0,0.0,105.6,32.9,14.2,105.6,5000,17.1,0.0,0.0,0.0,0.0,2.597,6.85,71.1,1,2504.0,13783.8,0.0,1259.9,33.8,0.0,14.5,0.0,0.0,0.0,86.8,3.0,15.5,1739.89,0.0,1739.89,0.0,0.0,0.0,1739.89,0.0,true,1,1,6.8544811,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,89.87,94.8,0,3.377,0.0,0,17.971,311.443,0,0,181.924,13.371,OTTAWA,ONTARIO,Attic/gable,203.2,S,,Two,SingleDetached,734.2,CALGARY,1.6,5.6,0,0,4.6,0,0,1.6,0.47,0.47,0,0,0.47,0,0,0.47,0.514,0.522,0,0,0.521,0,0,0.514,Zone 7a,,Natural gas,roadmapping-1996-2005.h2k,sim-119.choices,HTAP-options.json,General,HTAP-work-28,119,HTAP-sim-119,Details in JSON output,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036.25,0.0,2318.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7354.469999999999,0,Details in JSON output,Details in JSON output,false,7354.469999999999,S,Opt-DHWSystem=>HPHotWater;Opt-Heating-Cooling=>NBC-elec-heat;,true,ACH_3_5,Generic_Wall_R-15-eff,NA,NBC-Baseloads,NA,CeilR40,H2KCodeLibFile,HPHotWater,NA,NA,NA,VintageR20,NA,NA,VintageR5,NA,NA,VintageR10,rates2016,NA,NA,NBC-elec-heat,CALGARY,General,ArchetypeRoadmapping_gas,NA,NA,NA,NA,NA,dbl-clear-u2.13,,,CALGARY,ALBERTA,{},17.1,68.4,0.0,0,0.0,7.4,68.4,0,26.3,102.1,0.0,28355.6,0.0,0.0,0.0,0.0,6.1,27.1,17.7,1.6,5.7,0.0,1.7,15.9,0.0,0.0,0.0,107.0,32.9,14.2,107.0,5000,7.4,0.0,0.0,0.0,0.0,2.597,5.97,103.6,1,2504.0,14042.1,0.0,1719.7,68.4,0.0,0.0,0.0,0.0,0.0,93.5,0.0,16.1,2199.66,0.0,2199.66,0.0,0.0,0.0,2199.66,0.0,true,1,1,5.9670193,f1e81679d73e423062fa2b3ea1784fee,f1e81679d73e423062fa2b3ea1784fee,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
