analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-CasementWindows,cost-estimates|byAttribute|Opt-DWHRSystem,cost-estimates|byAttribute|Opt-GenericWall_1Layer_definitions,cost-estimates|byAttribute|Opt-HVACSystem,cost-estimates|byAttribute|Opt-HRVonly,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CasementWindows,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHRSystem,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-GenericWall_1Layer_definitions,input|Opt-H2K-PV,input|Opt-HRVonly,input|Opt-HRVspec,input|Opt-HVACSystem,input|Opt-Location,input|Opt-MainWall,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-WindowDistribution,input|Run-Locale,input|Run-Region,output|AnnDHWLoad-GJ,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|EnvAGBsemntHL-GJ,output|EnvAirLkVntHL-GJ,output|EnvBGBsemntHL-GJ,output|EnvBsemntFHHL-GJ,output|EnvCeilHL-GJ,output|EnvCrawlHL-GJ,output|EnvDoorHL-GJ,output|EnvFABsemntHL-GJ,output|EnvFloorHL-GJ,output|EnvPonyWallHL-GJ,output|EnvSlabHL-GJ,output|EnvTotalHL-GJ,output|EnvWallHL-GJ,output|EnvWinHL-GJ,output|Gross-HeatLoss-GJ,output|HDDs,output|HotWaterElec-GJ,output|HotWaterGas-GJ,output|HotWaterOil-GJ,output|HotWaterProp-GJ,output|HotWaterWood-GJ,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|SpcHeatElec-GJ,output|SpcHeatGas-GJ,output|SpcHeatOil-GJ,output|SpcHeatProp-GJ,output|SpcHeatWood-GJ,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.498,0,0,0,0.498,0,0,0.503,Zone 5,,Natural gas,pro-B-EW.h2k,sim-34.choices,HTAP-options.json,General,HTAP-work-3,34,HTAP-sim-34,Details in JSON output,0.0,1973.53,1210.25,7826.85,0.0,10451.07,4993.25,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,24766.359999999997,8013.62,0,Details in JSON output,Details in JSON output,true,32779.979999999996,S,Opt-CasementWindows=>NC-2g-HG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone5_HRV,NBC-Baseloads,NC-2g-HG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone5-Doorwindow,NBC-zone5-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone5_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,TORONTO,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,TORONTO,ONTARIO,15.4,60.2,2.8,0,3.4,17.2,60.2,0,26.3,111.4,1.2,30948.6,0.0,0.0,0.0,0.0,4.0,18.2,15.6,0.0,6.6,0.0,5.5,12.7,2.9,0.0,0.0,102.0,32.5,16.8,102,3520,17.2,0.0,0.0,0.0,0.0,2.738,2.26,74.9,1,5582.4,10447.2,0.0,2714.1,60.2,0.0,0.0,0.0,0.0,54.9,11.5,3194.06,0.0,3194.06,0.0,0.0,0.0,3194.06,0.0,true,1,1,2.2551829999999997,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.254,0,0,0,0.254,0,0,0.256,Zone 5,,Natural gas,pro-B-EW.h2k,sim-35.choices,HTAP-options.json,General,HTAP-work-4,35,HTAP-sim-35,Details in JSON output,0.0,1973.53,1210.25,7318.28,0.0,10451.07,4672.45,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,24257.789999999997,7692.82,0,Details in JSON output,Details in JSON output,true,31950.609999999997,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone5_HRV,NBC-Baseloads,NC-2g-MG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone5-Doorwindow,NBC-zone5-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone5_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,TORONTO,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,TORONTO,ONTARIO,15.4,66.7,2.5,0,2.5,17.2,66.7,0,26.3,116.0,1.2,32208.6,0.0,0.0,0.0,0.0,4.0,18.2,15.7,0.0,6.6,0.0,5.5,12.7,2.9,0.0,0.0,102.0,32.5,16.8,102,3520,17.2,0.0,0.0,0.0,0.0,2.738,2.25,79.9,1,4264.3,10447.2,0.0,2842.1,66.7,0.0,0.0,0.0,0.0,60.9,7.2,3322.07,0.0,3322.07,0.0,0.0,0.0,3322.07,0.0,true,1,1,2.251187,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.186,0,0,0,0.186,0,0,0.188,Zone 5,,Natural gas,pro-B-EW.h2k,sim-36.choices,HTAP-options.json,General,HTAP-work-5,36,HTAP-sim-36,Details in JSON output,0.0,1973.53,1210.25,7318.28,0.0,10451.07,4582.64,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,24257.789999999997,7603.01,0,Details in JSON output,Details in JSON output,true,31860.799999999996,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone5_HRV,NBC-Baseloads,NC-2g-LG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone5-Doorwindow,NBC-zone5-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone5_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,TORONTO,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,TORONTO,ONTARIO,15.4,68.8,2.4,0,2.3,17.2,68.8,0,26.3,117.6,1.2,32675.7,0.0,0.0,0.0,0.0,4.0,18.2,15.7,0.0,6.6,0.0,5.5,12.7,2.9,0.0,0.0,102.0,32.5,16.8,102,3520,17.2,0.0,0.0,0.0,0.0,2.738,2.3,81.7,1,3895.2,10447.2,0.0,2889.5,68.8,0.0,0.0,0.0,0.0,62.8,6.4,3369.54,0.0,3369.54,0.0,0.0,0.0,3369.54,0.0,true,1,1,2.301279,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,VANCOUVER,2.7,0,0,0,2.7,0,0,18.3,0.602,0,0,0,0.602,0,0,0.624,0.272,0,0,0,0.272,0,0,0.278,Zone 4,,Natural gas,pro-B-EW.h2k,sim-37.choices,HTAP-options.json,General,HTAP-work-0,37,HTAP-sim-37,Details in JSON output,0.0,1973.53,1210.25,7064.0,0.0,8798.45,3824.94,2359.98,660.39,0.0,1870.88,0.0,0.0,242.22,577.1,21736.43,6845.3099999999995,0,Details in JSON output,Details in JSON output,true,28581.739999999998,S,Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone4,NBC-Baseloads,NBC-zone4-window,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone4-Doorwindow,NBC-zone4-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.78_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_1.99RSI,NA,NBC_Wall_zone4,NA,NBC_HRV,NA,elec-baseboard+AC,VANCOUVER,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,VANCOUVER,BRITISH COLUMBIA,15.4,46.5,1.2,0,1.3,17.2,46.5,0,26.3,93.7,1.2,26023.9,0.0,0.0,0.0,0.0,4.1,11.0,16.4,0.0,5.4,0.0,4.4,13.8,2.3,0.0,0.0,84.3,27.6,13.2,84,2825,17.2,0.0,0.0,0.0,0.0,2.659,2.34,60.4,1,3715.4,7594.9,0.0,2213.7,46.5,0.0,0.0,0.0,0.0,42.4,1.6,2693.72,0.0,2693.72,0.0,0.0,0.0,2693.72,0.0,true,1,1,2.335687,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,VANCOUVER,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.498,0,0,0,0.498,0,0,0.503,Zone 4,,Natural gas,pro-B-EW.h2k,sim-38.choices,HTAP-options.json,General,HTAP-work-1,38,HTAP-sim-38,Details in JSON output,0.0,1973.53,1210.25,7826.85,0.0,8798.45,4128.9400000000005,2359.98,660.39,0.0,1870.88,0.0,0.0,242.22,577.1,22499.280000000002,7149.31,0,Details in JSON output,Details in JSON output,true,29648.589999999997,S,Opt-CasementWindows=>NC-2g-HG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone4,NBC-Baseloads,NC-2g-HG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone4-Doorwindow,NBC-zone4-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.78_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_1.99RSI,NA,NBC_Wall_zone4,NA,NBC_HRV,NA,elec-baseboard+AC,VANCOUVER,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,VANCOUVER,BRITISH COLUMBIA,15.4,41.8,2.0,0,1.7,17.2,41.8,0,26.3,90.1,1.2,25023.4,0.0,0.0,0.0,0.0,4.1,11.0,16.4,0.0,5.4,0.0,4.4,13.8,2.3,0.0,0.0,84.6,27.6,13.4,85,2825,17.2,0.0,0.0,0.0,0.0,2.646,2.29,56.6,1,4964.5,7618.3,0.0,2112.1,41.8,0.0,0.0,0.0,0.0,38.2,3.8,2592.06,0.0,2592.06,0.0,0.0,0.0,2592.06,0.0,true,1,1,2.290759,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,VANCOUVER,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.254,0,0,0,0.254,0,0,0.256,Zone 4,,Natural gas,pro-B-EW.h2k,sim-39.choices,HTAP-options.json,General,HTAP-work-2,39,HTAP-sim-39,Details in JSON output,0.0,1973.53,1210.25,7318.28,0.0,8798.45,3798.1,2359.98,660.39,0.0,1870.88,0.0,0.0,242.22,577.1,21990.71,6818.469999999999,0,Details in JSON output,Details in JSON output,true,28809.179999999997,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone4,NBC-Baseloads,NC-2g-MG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone4-Doorwindow,NBC-zone4-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.78_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_1.99RSI,NA,NBC_Wall_zone4,NA,NBC_HRV,NA,elec-baseboard+AC,VANCOUVER,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,VANCOUVER,BRITISH COLUMBIA,15.4,47.3,1.2,0,1.3,17.2,47.3,0,26.3,94.4,1.2,26223.6,0.0,0.0,0.0,0.0,4.1,11.0,16.4,0.0,5.4,0.0,4.4,13.8,2.3,0.0,0.0,84.6,27.6,13.4,85,2825,17.2,0.0,0.0,0.0,0.0,2.646,2.27,61.1,1,3605.0,7618.3,0.0,2234.0,47.3,0.0,0.0,0.0,0.0,43.1,1.6,2714.01,0.0,2714.01,0.0,0.0,0.0,2714.01,0.0,true,1,1,2.265434,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,VANCOUVER,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.186,0,0,0,0.186,0,0,0.188,Zone 4,,Natural gas,pro-B-EW.h2k,sim-40.choices,HTAP-options.json,General,HTAP-work-3,40,HTAP-sim-40,Details in JSON output,0.0,1973.53,1210.25,7318.28,0.0,8798.45,3705.46,2359.98,660.39,0.0,1870.88,0.0,0.0,242.22,577.1,21990.71,6725.83,0,Details in JSON output,Details in JSON output,true,28716.539999999997,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone4,NBC-Baseloads,NC-2g-LG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone4-Doorwindow,NBC-zone4-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.78_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_1.99RSI,NA,NBC_Wall_zone4,NA,NBC_HRV,NA,elec-baseboard+AC,VANCOUVER,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,VANCOUVER,BRITISH COLUMBIA,15.4,49.2,1.0,0,1.2,17.2,49.2,0,26.3,96.1,1.2,26691.6,0.0,0.0,0.0,0.0,4.1,11.0,16.4,0.0,5.4,0.0,4.4,13.8,2.3,0.0,0.0,84.6,27.6,13.4,85,2825,17.2,0.0,0.0,0.0,0.0,2.646,2.33,62.8,1,3224.4,7618.3,0.0,2281.5,49.2,0.0,0.0,0.0,0.0,44.9,1.2,2761.55,0.0,2761.55,0.0,0.0,0.0,2761.55,0.0,true,1,1,2.3305,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,HALIFAX,2.7,0,0,0,2.7,0,0,18.3,0.644,0,0,0,0.644,0,0,0.652,0.272,0,0,0,0.272,0,0,0.278,Zone 6,,Natural gas,pro-B-EW.h2k,sim-41.choices,HTAP-options.json,General,HTAP-work-4,41,HTAP-sim-41,Details in JSON output,0.0,2473.86,1210.25,7826.85,0.0,10451.07,4309.76,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,25266.69,7330.13,0,Details in JSON output,Details in JSON output,true,32596.819999999996,S,Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone6,NBC-Baseloads,NBC-zone6-window,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone6_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,HALIFAX,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,HALIFAX,NOVA SCOTIA,16.4,71.2,1.6,0,1.4,18.2,71.2,0,26.3,119.4,1.2,33179.3,0.0,0.0,0.0,0.0,4.3,19.9,20.0,0.0,6.0,0.0,5.3,15.6,3.1,0.0,0.0,110.8,35.3,16.9,111,4000,18.2,0.0,0.0,0.0,0.0,2.88,2.24,84.1,1,3204.2,9584.9,0.0,2940.7,71.2,0.0,0.0,0.0,0.0,65.0,2.5,3420.71,0.0,3420.71,0.0,0.0,0.0,3420.71,0.0,true,1,1,2.2433829999999997,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,HALIFAX,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.498,0,0,0,0.498,0,0,0.503,Zone 6,,Natural gas,pro-B-EW.h2k,sim-42.choices,HTAP-options.json,General,HTAP-work-5,42,HTAP-sim-42,Details in JSON output,0.0,2473.86,1210.25,7826.85,0.0,10451.07,4611.0,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,25266.69,7631.37,0,Details in JSON output,Details in JSON output,true,32898.06,S,Opt-CasementWindows=>NC-2g-HG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone6,NBC-Baseloads,NC-2g-HG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone6_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,HALIFAX,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,HALIFAX,NOVA SCOTIA,16.4,65.3,2.1,0,1.8,18.2,65.3,0,26.3,114.6,1.2,31834.1,0.0,0.0,0.0,0.0,4.3,19.9,20.0,0.0,6.0,0.0,5.3,15.6,3.1,0.0,0.0,112.0,35.3,18.1,112,4000,18.2,0.0,0.0,0.0,0.0,2.831,2.34,79.0,1,4442.0,9685.5,0.0,2804.0,65.3,0.0,0.0,0.0,0.0,59.6,4.3,3284.03,0.0,3284.03,0.0,0.0,0.0,3284.03,0.0,true,1,1,2.336025,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,HALIFAX,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.254,0,0,0,0.254,0,0,0.256,Zone 6,,Natural gas,pro-B-EW.h2k,sim-43.choices,HTAP-options.json,General,HTAP-work-0,43,HTAP-sim-43,Details in JSON output,0.0,2473.86,1210.25,7318.28,0.0,10451.07,4283.66,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,24758.12,7304.03,0,Details in JSON output,Details in JSON output,true,32062.149999999998,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone6,NBC-Baseloads,NC-2g-MG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone6_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,HALIFAX,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,HALIFAX,NOVA SCOTIA,16.4,73.1,1.5,0,1.4,18.2,73.1,0,26.3,121.3,1.2,33682.0,0.0,0.0,0.0,0.0,4.3,19.9,20.0,0.0,6.0,0.0,5.3,15.6,3.1,0.0,0.0,112.0,35.3,18.1,112,4000,18.2,0.0,0.0,0.0,0.0,2.831,2.28,85.8,1,3097.0,9685.5,0.0,2991.8,73.1,0.0,0.0,0.0,0.0,66.7,2.3,3471.78,0.0,3471.78,0.0,0.0,0.0,3471.78,0.0,true,1,1,2.2801139999999998,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
