analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-CasementWindows,cost-estimates|byAttribute|Opt-DWHRSystem,cost-estimates|byAttribute|Opt-GenericWall_1Layer_definitions,cost-estimates|byAttribute|Opt-HVACSystem,cost-estimates|byAttribute|Opt-HRVonly,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CasementWindows,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHRSystem,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-GenericWall_1Layer_definitions,input|Opt-H2K-PV,input|Opt-HRVonly,input|Opt-HRVspec,input|Opt-HVACSystem,input|Opt-Location,input|Opt-MainWall,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-WindowDistribution,input|Run-Locale,input|Run-Region,output|AnnDHWLoad-GJ,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|EnvAGBsemntHL-GJ,output|EnvAirLkVntHL-GJ,output|EnvBGBsemntHL-GJ,output|EnvBsemntFHHL-GJ,output|EnvCeilHL-GJ,output|EnvCrawlHL-GJ,output|EnvDoorHL-GJ,output|EnvFABsemntHL-GJ,output|EnvFloorHL-GJ,output|EnvPonyWallHL-GJ,output|EnvSlabHL-GJ,output|EnvTotalHL-GJ,output|EnvWallHL-GJ,output|EnvWinHL-GJ,output|Gross-HeatLoss-GJ,output|HDDs,output|HotWaterElec-GJ,output|HotWaterGas-GJ,output|HotWaterOil-GJ,output|HotWaterProp-GJ,output|HotWaterWood-GJ,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|SpcHeatElec-GJ,output|SpcHeatGas-GJ,output|SpcHeatOil-GJ,output|SpcHeatProp-GJ,output|SpcHeatWood-GJ,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 2,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,KAMLOOPS,2.7,2.7,0,0,18.3,0,0,0,0.606,0.606,0,0,0.606,0,0,0,0.498,0.498,0,0,0.503,0,0,0,Zone 5,,Natural gas,pro-B-NS.h2k,sim-190.choices,HTAP-options.json,General,HTAP-work-3,190,HTAP-sim-190,Details in JSON output,0.0,1973.53,1210.25,7826.85,0.0,10451.07,5226.92,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,24766.359999999997,8247.29,0,Details in JSON output,Details in JSON output,true,33013.649999999994,S,Opt-CasementWindows=>NC-2g-HG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone5_HRV,NBC-Baseloads,NC-2g-HG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone5-Doorwindow,NBC-zone5-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone5_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,KAMLOOPS,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,KAMLOOPS,BRITISH COLUMBIA,15.7,46.8,2.8,0,3.4,17.5,46.8,0,26.3,98.5,1.2,27372.9,0.0,0.0,0.0,0.0,3.6,15.5,17.2,0.0,6.0,0.0,5.1,13.7,2.7,0.0,0.0,95.6,29.9,15.6,96,3450,17.5,0.0,0.0,0.0,0.0,2.738,2.31,63.0,1,4833.2,11765.5,0.0,2350.8,46.8,0.0,0.0,0.0,0.0,42.7,11.6,2830.77,0.0,2830.77,0.0,0.0,0.0,2830.77,0.0,true,1,1,2.314826,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,KAMLOOPS,2.7,2.7,0,0,18.3,0,0,0,0.606,0.606,0,0,0.606,0,0,0,0.254,0.254,0,0,0.256,0,0,0,Zone 5,,Natural gas,pro-B-NS.h2k,sim-191.choices,HTAP-options.json,General,HTAP-work-4,191,HTAP-sim-191,Details in JSON output,0.0,1973.53,1210.25,7318.28,0.0,10451.07,5034.45,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,24257.789999999997,8054.82,0,Details in JSON output,Details in JSON output,true,32312.609999999997,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone5_HRV,NBC-Baseloads,NC-2g-MG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone5-Doorwindow,NBC-zone5-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone5_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,KAMLOOPS,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,KAMLOOPS,BRITISH COLUMBIA,15.7,55.6,2.5,0,2.6,17.5,55.6,0,26.3,105.3,1.2,29260.5,0.0,0.0,0.0,0.0,3.6,15.5,17.2,0.0,6.0,0.0,5.1,13.7,2.7,0.0,0.0,95.6,29.9,15.6,96,3450,17.5,0.0,0.0,0.0,0.0,2.738,2.27,70.2,1,4042.3,11765.5,0.0,2542.5,55.6,0.0,0.0,0.0,0.0,50.7,7.6,3022.55,0.0,3022.55,0.0,0.0,0.0,3022.55,0.0,true,1,1,2.273298,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,KAMLOOPS,2.7,2.7,0,0,18.3,0,0,0,0.606,0.606,0,0,0.606,0,0,0,0.186,0.186,0,0,0.188,0,0,0,Zone 5,,Natural gas,pro-B-NS.h2k,sim-192.choices,HTAP-options.json,General,HTAP-work-5,192,HTAP-sim-192,Details in JSON output,0.0,1973.53,1210.25,7318.28,0.0,10451.07,4980.57,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,24257.789999999997,8000.94,0,Details in JSON output,Details in JSON output,true,32258.729999999996,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone5_HRV,NBC-Baseloads,NC-2g-LG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone5-Doorwindow,NBC-zone5-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone5_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,KAMLOOPS,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,KAMLOOPS,BRITISH COLUMBIA,15.7,58.6,2.4,0,2.3,17.5,58.6,0,26.3,107.6,1.2,29892.3,0.0,0.0,0.0,0.0,3.6,15.5,17.2,0.0,6.0,0.0,5.1,13.7,2.7,0.0,0.0,95.6,29.9,15.6,96,3450,17.5,0.0,0.0,0.0,0.0,2.738,2.2,72.7,1,3820.9,11765.5,0.0,2606.7,58.6,0.0,0.0,0.0,0.0,53.5,6.5,3086.75,0.0,3086.75,0.0,0.0,0.0,3086.75,0.0,true,1,1,2.1957199999999997,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,4.1,20.0,0,0,29.3,0,0,0,0.611,0.625,0,0,0.626,0,0,0,0.275,0.278,0,0,0.278,0,0,0,Zone 5,,Natural gas,pro-C-NS.h2k,sim-193.choices,HTAP-options.json,General,HTAP-work-0,193,HTAP-sim-193,Details in JSON output,0.0,1973.53,1210.25,15979.88,0.0,9010.02,5314.26,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,31478.339999999997,8334.630000000001,0,Details in JSON output,Details in JSON output,true,39812.97,S,Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone5_HRV,NBC-Baseloads,NBC-zone5-window,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone5-Doorwindow,NBC-zone5-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone5_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,TORONTO,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,TORONTO,ONTARIO,15.4,69.2,2.5,0,2.6,17.2,69.2,0,26.3,119.1,1.2,33076.1,0.0,0.0,0.0,0.0,4.0,18.2,15.7,0.0,6.6,0.0,5.5,12.7,2.9,0.0,0.0,118.1,28.5,36.9,118,3520,17.2,0.0,0.0,0.0,0.0,2.226,2.28,82.3,1,4867.5,11911.8,0.0,2930.2,69.2,0.0,0.0,0.0,0.0,63.1,7.8,3410.22,0.0,3410.22,0.0,0.0,0.0,3410.22,0.0,true,1,1,2.277348,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,4.1,20.0,0,0,29.3,0,0,0,0.606,0.606,0,0,0.606,0,0,0,0.5,0.503,0,0,0.503,0,0,0,Zone 5,,Natural gas,pro-C-NS.h2k,sim-194.choices,HTAP-options.json,General,HTAP-work-1,194,HTAP-sim-194,Details in JSON output,0.0,1973.53,1210.25,17705.56,0.0,9010.02,5659.57,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,33204.020000000004,8679.939999999999,0,Details in JSON output,Details in JSON output,true,41883.96000000001,S,Opt-CasementWindows=>NC-2g-HG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone5_HRV,NBC-Baseloads,NC-2g-HG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone5-Doorwindow,NBC-zone5-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone5_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,TORONTO,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,TORONTO,ONTARIO,15.4,58.8,2.9,0,3.9,17.2,58.8,0,26.3,111.0,1.2,30822.7,0.0,0.0,0.0,0.0,4.0,18.2,15.6,0.0,6.6,0.0,5.5,12.6,2.9,0.0,0.0,119.2,28.5,38.0,119,3520,17.2,0.0,0.0,0.0,0.0,2.198,2.26,74.0,1,6286.4,12013.3,0.0,2701.3,58.8,0.0,0.0,0.0,0.0,53.7,13.3,3181.27,0.0,3181.27,0.0,0.0,0.0,3181.27,0.0,true,1,1,2.2635609999999997,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,4.1,20.0,0,0,29.3,0,0,0,0.606,0.606,0,0,0.606,0,0,0,0.255,0.257,0,0,0.257,0,0,0,Zone 5,,Natural gas,pro-C-NS.h2k,sim-195.choices,HTAP-options.json,General,HTAP-work-2,195,HTAP-sim-195,Details in JSON output,0.0,1973.53,1210.25,16555.1,0.0,9010.02,5286.8,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,32053.559999999998,8307.17,0,Details in JSON output,Details in JSON output,true,40360.73,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone5_HRV,NBC-Baseloads,NC-2g-MG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone5-Doorwindow,NBC-zone5-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone5_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,TORONTO,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,TORONTO,ONTARIO,15.4,71.5,2.5,0,2.6,17.2,71.5,0,26.3,121.3,1.2,33693.9,0.0,0.0,0.0,0.0,4.0,18.2,15.7,0.0,6.6,0.0,5.5,12.7,2.9,0.0,0.0,119.2,28.5,38.0,119,3520,17.2,0.0,0.0,0.0,0.0,2.198,2.23,84.4,1,4754.7,12013.3,0.0,2993.0,71.5,0.0,0.0,0.0,0.0,65.3,7.6,3472.99,0.0,3472.99,0.0,0.0,0.0,3472.99,0.0,true,1,1,2.226404,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,TORONTO,4.1,20.0,0,0,29.3,0,0,0,0.606,0.606,0,0,0.606,0,0,0,0.187,0.188,0,0,0.188,0,0,0,Zone 5,,Natural gas,pro-C-NS.h2k,sim-196.choices,HTAP-options.json,General,HTAP-work-3,196,HTAP-sim-196,Details in JSON output,0.0,1973.53,1210.25,16555.1,0.0,9010.02,5182.43,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,32053.559999999998,8202.8,0,Details in JSON output,Details in JSON output,true,40256.36,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone5_HRV,NBC-Baseloads,NC-2g-LG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone5-Doorwindow,NBC-zone5-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone5_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,TORONTO,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,TORONTO,ONTARIO,15.4,76.2,2.3,0,2.2,17.2,76.2,0,26.3,125.3,1.2,34815.0,0.0,0.0,0.0,0.0,4.0,18.2,15.7,0.0,6.6,0.0,5.5,12.7,2.9,0.0,0.0,119.2,28.5,38.0,119,3520,17.2,0.0,0.0,0.0,0.0,2.198,2.17,88.4,1,4325.8,12013.3,0.0,3106.9,76.2,0.0,0.0,0.0,0.0,69.6,5.8,3586.89,0.0,3586.89,0.0,0.0,0.0,3586.89,0.0,true,1,1,2.1651960000000003,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,VANCOUVER,4.1,20.0,0,0,29.3,0,0,0,0.611,0.625,0,0,0.626,0,0,0,0.275,0.278,0,0,0.278,0,0,0,Zone 4,,Natural gas,pro-C-NS.h2k,sim-197.choices,HTAP-options.json,General,HTAP-work-4,197,HTAP-sim-197,Details in JSON output,0.0,1973.53,1210.25,15979.88,0.0,7585.28,4356.03,2359.98,660.39,0.0,1870.88,0.0,0.0,242.22,577.1,29439.139999999996,7376.4,0,Details in JSON output,Details in JSON output,true,36815.53999999999,S,Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone4,NBC-Baseloads,NBC-zone4-window,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone4-Doorwindow,NBC-zone4-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.78_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_1.99RSI,NA,NBC_Wall_zone4,NA,NBC_HRV,NA,elec-baseboard+AC,VANCOUVER,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,VANCOUVER,BRITISH COLUMBIA,15.4,47.6,1.1,0,1.3,17.2,47.6,0,26.3,95.1,1.2,26414.9,0.0,0.0,0.0,0.0,4.1,11.0,16.4,0.0,5.4,0.0,4.4,13.8,2.3,0.0,0.0,97.3,24.2,29.5,97,2825,17.2,0.0,0.0,0.0,0.0,2.173,2.26,61.4,1,4372.1,8660.4,0.0,2253.4,47.6,0.0,0.0,0.0,0.0,43.4,1.4,2733.43,0.0,2733.43,0.0,0.0,0.0,2733.43,0.0,true,1,1,2.264792,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,VANCOUVER,4.1,20.0,0,0,29.3,0,0,0,0.606,0.606,0,0,0.606,0,0,0,0.5,0.503,0,0,0.503,0,0,0,Zone 4,,Natural gas,pro-C-NS.h2k,sim-198.choices,HTAP-options.json,General,HTAP-work-5,198,HTAP-sim-198,Details in JSON output,0.0,1973.53,1210.25,17705.56,0.0,7585.28,4762.51,2359.98,660.39,0.0,1870.88,0.0,0.0,242.22,577.1,31164.82,7782.88,0,Details in JSON output,Details in JSON output,true,38947.700000000004,S,Opt-CasementWindows=>NC-2g-HG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone4,NBC-Baseloads,NC-2g-HG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone4-Doorwindow,NBC-zone4-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.78_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_1.99RSI,NA,NBC_Wall_zone4,NA,NBC_HRV,NA,elec-baseboard+AC,VANCOUVER,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,VANCOUVER,BRITISH COLUMBIA,15.4,39.1,1.9,0,1.7,17.2,39.1,0,26.3,87.9,1.2,24422.9,0.0,0.0,0.0,0.0,4.1,11.0,16.4,0.0,5.4,0.0,4.4,13.8,2.3,0.0,0.0,98.1,24.2,30.4,98,2825,17.2,0.0,0.0,0.0,0.0,2.146,2.28,54.1,1,6042.3,8734.0,0.0,2051.1,39.1,0.0,0.0,0.0,0.0,35.7,3.7,2531.05,0.0,2531.05,0.0,0.0,0.0,2531.05,0.0,true,1,1,2.2757,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,186.427,53.441,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,VANCOUVER,4.1,20.0,0,0,29.3,0,0,0,0.606,0.606,0,0,0.606,0,0,0,0.255,0.257,0,0,0.257,0,0,0,Zone 4,,Natural gas,pro-C-NS.h2k,sim-199.choices,HTAP-options.json,General,HTAP-work-0,199,HTAP-sim-199,Details in JSON output,0.0,1973.53,1210.25,16555.1,0.0,7585.28,4320.71,2359.98,660.39,0.0,1870.88,0.0,0.0,242.22,577.1,30014.359999999997,7341.08,0,Details in JSON output,Details in JSON output,true,37355.44,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone4,NBC-Baseloads,NC-2g-MG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone4-Doorwindow,NBC-zone4-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.78_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_1.99RSI,NA,NBC_Wall_zone4,NA,NBC_HRV,NA,elec-baseboard+AC,VANCOUVER,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NA,VANCOUVER,BRITISH COLUMBIA,15.4,49.5,1.0,0,1.2,17.2,49.5,0,26.3,96.9,1.2,26929.8,0.0,0.0,0.0,0.0,4.1,11.0,16.4,0.0,5.4,0.0,4.4,13.8,2.3,0.0,0.0,98.1,24.2,30.4,98,2825,17.2,0.0,0.0,0.0,0.0,2.146,2.29,63.1,1,4227.0,8734.0,0.0,2305.8,49.5,0.0,0.0,0.0,0.0,45.2,1.4,2785.75,0.0,2785.75,0.0,0.0,0.0,2785.75,0.0,true,1,1,2.293141,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
