analysis_BCStepCode|TEDI_compliance,archetype|Archetype-ACH,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-City,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-RSI,archetype|Ceiling-Type,archetype|Ceiling-UAValue,archetype|EvaluationDate,archetype|ExposedFloor-RSI,archetype|ExposedFloor-UAValue,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Wall-RSI,archetype|Wall-UAValue,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|Window-UAValue,archetype|Year-Built,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,configuration|version,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-FlatCeilings,cost-estimates|byAttribute|Opt-CathCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-Windows,cost-estimates|byAttribute|Opt-DWHR,cost-estimates|byAttribute|Opt-AboveGradeWall,cost-estimates|byAttribute|Opt-Heating-Cooling,cost-estimates|byAttribute|Opt-VentSystem,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AboveGradeWall,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHR,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-H2K-PV,input|Opt-HRVspec,input|Opt-Heating-Cooling,input|Opt-Location,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-VentSystem,input|Opt-WindowDistribution,input|Opt-Windows,input|Ruleset-Fuel-Source,input|Ruleset-Ventilation,input|Run-Locale,input|Run-Region,input|upgrade-package-list,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|DesignTemp-Heating-oC,output|ERS-Value,output|ERSRefHouse_Energy-CoolingGJ,output|ERSRefHouse_Energy-DHWGJ,output|ERSRefHouse_Energy-HeatingGJ,output|ERSRefHouse_Energy-Total-GJ,output|ERSRefHouse_Energy-VentGJ,output|ESRefHouse_Energy-PlugGJ,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|Gross-HeatLoss-GJ,output|HDDs,output|Infil-VentHeatLoss-GJ,output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Useful-Solar-Gain-GJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 1,6.0,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,OTTAWA,ONTARIO,4.4,Attic/gable,20.42,2018-06-28,0,0,181.6,S,,Two,SingleDetached,664.3,1.76,94.82,HALIFAX,1.3,5.1,0,0,5.5,0,0,1.3,0.59,0.6,0,0,0.6,0,0,0.59,38.6,1970,Zone 6,Natural gas,Natural gas,roadmapping-1946-1983.h2k,sim-1.choices,HTAP-options.json,General,HTAP-work-0,1,HTAP-sim-1,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4912.5,0.0,660.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5572.89,0,Details in JSON output,Details in JSON output,true,5572.89,S,,false,ACH_6,Generic_Wall_R-10-eff,NA,ERS-Single-regular-19.5kWh&190_per_day,NA,CeilR25,H2KCodeLibFile,vintageElecEF0.92,none,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,NBC-elec-heat,HALIFAX,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,HALIFAX,NOVA SCOTIA,{},90.5,0.0,-16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,90.5,0,25.6,131.3,0.0,36477.2,0.0,0.0,0.0,0.0,130.9,4000,32.1,1.7,161.7,1,2285.0,13462.7,138.4,0.0,14.8,2769.8,0.0,2769.8,0.0,0.0,0.0,2769.8,0.0,true,1,1,1.7048669,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,6.0,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,OTTAWA,ONTARIO,4.4,Attic/gable,20.42,2018-06-28,0,0,181.6,S,,Two,SingleDetached,664.3,1.76,94.82,HALIFAX,1.3,5.1,0,0,5.5,0,0,1.3,0.59,0.6,0,0,0.6,0,0,0.59,38.6,1970,Zone 6,Natural gas,Natural gas,roadmapping-1946-1983.h2k,sim-2.choices,HTAP-options.json,General,HTAP-work-1,2,HTAP-sim-2,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11041.14,0.0,660.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11701.529999999999,0,Details in JSON output,Details in JSON output,true,11701.53,S,Opt-Heating-Cooling=>ASHP;,true,ACH_6,Generic_Wall_R-10-eff,NA,ERS-Single-regular-19.5kWh&190_per_day,NA,CeilR25,H2KCodeLibFile,vintageElecEF0.92,none,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,ASHP,HALIFAX,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,HALIFAX,NOVA SCOTIA,{},90.3,2.7,-16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,15.2,43.3,0,25.6,85.2,0.0,23655.6,0.0,0.0,0.0,0.0,130.7,4000,32.1,1.81,90.9,1,2285.0,13528.8,138.1,2.6,14.8,1869.73,0.0,1869.73,0.0,0.0,0.0,1869.73,0.0,true,1,1,1.8135738,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,6.0,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,OTTAWA,ONTARIO,4.4,Attic/gable,20.42,2018-06-28,0,0,181.6,S,,Two,SingleDetached,664.3,1.76,94.82,HALIFAX,1.3,5.1,0,0,5.5,0,0,1.3,0.59,0.6,0,0,0.6,0,0,0.59,38.6,1970,Zone 6,Natural gas,Natural gas,roadmapping-1946-1983.h2k,sim-3.choices,HTAP-options.json,General,HTAP-work-2,3,HTAP-sim-3,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18416.14,0.0,660.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19076.53,0,Details in JSON output,Details in JSON output,true,19076.53,S,Opt-Heating-Cooling=>CCASHP;,true,ACH_6,Generic_Wall_R-10-eff,NA,ERS-Single-regular-19.5kWh&190_per_day,NA,CeilR25,H2KCodeLibFile,vintageElecEF0.92,none,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,CCASHP,HALIFAX,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,HALIFAX,NOVA SCOTIA,{},90.3,2.5,-16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,15.2,48.2,0,25.6,90.1,0.0,25016.2,0.0,0.0,0.0,0.0,130.7,4000,32.1,1.68,98.4,1,2285.0,13528.8,138.2,2.6,14.8,1965.24,0.0,1965.24,0.0,0.0,0.0,1965.24,0.0,true,1,1,1.6790866,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,6.0,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,OTTAWA,ONTARIO,4.4,Attic/gable,20.42,2018-06-28,0,0,181.6,S,,Two,SingleDetached,664.3,1.76,94.82,HALIFAX,1.3,5.1,0,0,5.5,0,0,1.3,0.59,0.6,0,0,0.6,0,0,0.59,38.6,1970,Zone 6,Natural gas,Natural gas,roadmapping-1946-1983.h2k,sim-4.choices,HTAP-options.json,General,HTAP-work-3,4,HTAP-sim-4,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18416.14,0.0,660.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19076.53,0,Details in JSON output,Details in JSON output,true,19076.53,S,Opt-Heating-Cooling=>CCASHP-NECB;,true,ACH_6,Generic_Wall_R-10-eff,NA,ERS-Single-regular-19.5kWh&190_per_day,NA,CeilR25,H2KCodeLibFile,vintageElecEF0.92,none,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,CCASHP-NECB,HALIFAX,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,HALIFAX,NOVA SCOTIA,{},90.3,2.3,-16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.2,72.6,0,25.6,114.6,0.0,31844.9,0.0,0.0,0.0,0.0,130.7,4000,32.1,1.63,136.0,1,2285.0,13528.8,138.2,2.6,14.8,2444.61,0.0,2444.61,0.0,0.0,0.0,2444.61,0.0,true,1,1,1.6287544999999999,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,6.0,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,OTTAWA,ONTARIO,4.4,Attic/gable,20.42,2018-06-28,0,0,181.6,S,,Two,SingleDetached,664.3,1.76,94.82,HALIFAX,1.3,5.1,0,0,5.5,0,0,1.3,0.59,0.6,0,0,0.6,0,0,0.59,38.6,1970,Zone 6,Natural gas,Natural gas,roadmapping-1946-1983.h2k,sim-5.choices,HTAP-options.json,General,HTAP-work-4,5,HTAP-sim-5,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18416.14,0.0,660.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19076.53,0,Details in JSON output,Details in JSON output,true,19076.53,S,Opt-Heating-Cooling=>CCASHP-NEEP-Conservative-CZ6;,true,ACH_6,Generic_Wall_R-10-eff,NA,ERS-Single-regular-19.5kWh&190_per_day,NA,CeilR25,H2KCodeLibFile,vintageElecEF0.92,none,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,CCASHP-NEEP-Conservative-CZ6,HALIFAX,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,HALIFAX,NOVA SCOTIA,{},90.3,2.4,-16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,15.2,38.8,0,25.6,80.7,0.0,22420.0,0.0,0.0,0.0,0.0,130.7,4000,32.1,1.83,84.1,1,2285.0,13528.8,138.1,2.6,14.8,1782.98,0.0,1782.98,0.0,0.0,0.0,1782.98,0.0,true,1,1,1.825426,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,6.0,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,OTTAWA,ONTARIO,4.4,Attic/gable,20.42,2018-06-28,0,0,181.6,S,,Two,SingleDetached,664.3,1.76,94.82,HALIFAX,1.3,5.1,0,0,5.5,0,0,1.3,0.59,0.6,0,0,0.6,0,0,0.59,38.6,1970,Zone 6,Natural gas,Natural gas,roadmapping-1946-1983.h2k,sim-6.choices,HTAP-options.json,General,HTAP-work-5,6,HTAP-sim-6,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18416.14,0.0,660.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19076.53,0,Details in JSON output,Details in JSON output,true,19076.53,S,Opt-Heating-Cooling=>CCASHP-NEEP-Generic-CZ6;,true,ACH_6,Generic_Wall_R-10-eff,NA,ERS-Single-regular-19.5kWh&190_per_day,NA,CeilR25,H2KCodeLibFile,vintageElecEF0.92,none,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,CCASHP-NEEP-Generic-CZ6,HALIFAX,General,ArchetypeRoadmapping_elec,NA,NA,NA,NA,NA,dbl-clear-u2.94,,,HALIFAX,NOVA SCOTIA,{},90.3,2.6,-16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,15.2,37.8,0,25.6,79.6,0.0,22113.7,0.0,0.0,0.0,0.0,130.7,4000,32.1,1.84,82.4,1,2285.0,13528.8,138.1,2.6,14.8,1761.49,0.0,1761.49,0.0,0.0,0.0,1761.49,0.0,true,1,1,1.8419057,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,6.0,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,OTTAWA,ONTARIO,4.4,Attic/gable,20.42,2018-06-28,0,0,181.6,S,,Two,SingleDetached,664.3,1.76,94.82,HALIFAX,1.3,5.1,0,0,5.5,0,0,1.3,0.629,0.639,0,0,0.64,0,0,0.629,43.72,1970,Zone 6,Natural gas,Natural gas,roadmapping-1946-1983.h2k,sim-7.choices,HTAP-options.json,General,HTAP-work-6,7,HTAP-sim-7,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,,false,ACH_6,Generic_Wall_R-10-eff,NA,ERS-Single-regular-19.5kWh&190_per_day,NA,CeilR25,H2KCodeLibFile,vintageOilEF0.52,none,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,vintageOil68%,HALIFAX,General,ArchetypeRoadmapping_oil,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,HALIFAX,NOVA SCOTIA,{},88.5,0.0,-16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,126.0,0,25.6,179.2,0.0,7585.3,0.0,3942.0,0.0,0.0,134.2,4000,32.2,1.84,234.9,1,2382.8,13666.4,135.3,0.0,15.3,741.59,0.0,5373.45,4631.86,0.0,0.0,5373.45,0.0,true,1,1,1.8366422,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,6.0,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,OTTAWA,ONTARIO,4.4,Attic/gable,20.42,2018-06-28,0,0,181.6,S,,Two,SingleDetached,664.3,1.76,94.82,HALIFAX,1.3,5.1,0,0,5.5,0,0,1.3,0.629,0.639,0,0,0.64,0,0,0.629,43.72,1970,Zone 6,Natural gas,Natural gas,roadmapping-1946-1983.h2k,sim-8.choices,HTAP-options.json,General,HTAP-work-7,8,HTAP-sim-8,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11041.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11041.14,0,Details in JSON output,Details in JSON output,true,11041.14,S,Opt-Heating-Cooling=>ASHP;,true,ACH_6,Generic_Wall_R-10-eff,NA,ERS-Single-regular-19.5kWh&190_per_day,NA,CeilR25,H2KCodeLibFile,vintageOilEF0.52,none,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,ASHP,HALIFAX,General,ArchetypeRoadmapping_oil,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,HALIFAX,NOVA SCOTIA,{},88.3,2.7,-16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,27.5,41.8,0,25.6,95.9,0.0,19002.3,0.0,714.4,0.0,0.0,134.0,4000,32.1,1.75,107.3,1,2382.8,13723.2,135.1,2.7,15.3,1543.06,0.0,2382.44,839.38,0.0,0.0,2382.44,0.0,true,1,1,1.746984,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,6.0,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,OTTAWA,ONTARIO,4.4,Attic/gable,20.42,2018-06-28,0,0,181.6,S,,Two,SingleDetached,664.3,1.76,94.82,HALIFAX,1.3,5.1,0,0,5.5,0,0,1.3,0.629,0.639,0,0,0.64,0,0,0.629,43.72,1970,Zone 6,Natural gas,Natural gas,roadmapping-1946-1983.h2k,sim-9.choices,HTAP-options.json,General,HTAP-work-0,9,HTAP-sim-9,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18416.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18416.14,0,Details in JSON output,Details in JSON output,true,18416.14,S,Opt-Heating-Cooling=>CCASHP;,true,ACH_6,Generic_Wall_R-10-eff,NA,ERS-Single-regular-19.5kWh&190_per_day,NA,CeilR25,H2KCodeLibFile,vintageOilEF0.52,none,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,CCASHP,HALIFAX,General,ArchetypeRoadmapping_oil,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,HALIFAX,NOVA SCOTIA,{},88.3,2.5,-16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.5,46.3,0,25.6,100.5,0.0,20279.2,0.0,714.3,0.0,0.0,134.0,4000,32.1,1.49,114.4,1,2382.8,13723.2,135.1,2.7,15.3,1632.7,0.0,2472.06,839.36,0.0,0.0,2472.06,0.0,true,1,1,1.4898296,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,6.0,85.13,89.9,0,3.532,0.0,0,17.331,290.887,0,0,166.996,13.128,OTTAWA,OTTAWA,ONTARIO,4.4,Attic/gable,20.42,2018-06-28,0,0,181.6,S,,Two,SingleDetached,664.3,1.76,94.82,HALIFAX,1.3,5.1,0,0,5.5,0,0,1.3,0.629,0.639,0,0,0.64,0,0,0.629,43.72,1970,Zone 6,Natural gas,Natural gas,roadmapping-1946-1983.h2k,sim-10.choices,HTAP-options.json,General,HTAP-work-1,10,HTAP-sim-10,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18416.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18416.14,0,Details in JSON output,Details in JSON output,true,18416.14,S,Opt-Heating-Cooling=>CCASHP-NECB;,true,ACH_6,Generic_Wall_R-10-eff,NA,ERS-Single-regular-19.5kWh&190_per_day,NA,CeilR25,H2KCodeLibFile,vintageOilEF0.52,none,NA,NA,VintageR10,NA,NA,uninsulated,NA,NA,VintageR5,rates2016,NA,NA,CCASHP-NECB,HALIFAX,General,ArchetypeRoadmapping_oil,NA,NA,NA,NA,NA,dbl-clear-u3.33,,,HALIFAX,NOVA SCOTIA,{},88.3,2.3,-16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,27.5,71.0,0,25.6,125.4,0.0,27182.0,0.0,714.3,0.0,0.0,134.0,4000,32.1,1.48,152.4,1,2382.8,13723.2,135.1,2.7,15.3,2117.28,0.0,2956.62,839.34,0.0,0.0,2956.62,0.0,true,1,1,1.4798356,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,b0ebf5e7a018fc2f8fc7b6ae2e38eb98,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
