analysis_BCStepCode|TEDI_compliance,archetype|Archetype-ACH,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-City,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-RSI,archetype|Ceiling-Type,archetype|Ceiling-UAValue,archetype|EvaluationDate,archetype|ExposedFloor-RSI,archetype|ExposedFloor-UAValue,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Wall-RSI,archetype|Wall-UAValue,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|Window-UAValue,archetype|Year-Built,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,configuration|version,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-FlatCeilings,cost-estimates|byAttribute|Opt-CathCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-Windows,cost-estimates|byAttribute|Opt-DWHR,cost-estimates|byAttribute|Opt-AboveGradeWall,cost-estimates|byAttribute|Opt-Heating-Cooling,cost-estimates|byAttribute|Opt-VentSystem,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AboveGradeWall,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHR,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-H2K-PV,input|Opt-H2KFoundation,input|Opt-H2KFoundationSlabCrawl,input|Opt-HRVspec,input|Opt-Heating-Cooling,input|Opt-Location,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-VentSystem,input|Opt-WindowDistribution,input|Opt-Windows,input|Ruleset-Fuel-Source,input|Ruleset-Ventilation,input|Run-Locale,input|Run-Region,input|upgrade-package-list,output|AnnDHWLoad-GJ,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|DesignTemp-Heating-oC,output|ERS-Value,output|ERSRefHouse_Energy-CoolingGJ,output|ERSRefHouse_Energy-DHWGJ,output|ERSRefHouse_Energy-HeatingGJ,output|ERSRefHouse_Energy-Total-GJ,output|ERSRefHouse_Energy-VentGJ,output|ESRefHouse_Energy-PlugGJ,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|EnvAGBsemntHL-GJ,output|EnvAirLkVntHL-GJ,output|EnvBGBsemntHL-GJ,output|EnvBsemntFHHL-GJ,output|EnvCeilHL-GJ,output|EnvCrawlHL-GJ,output|EnvDoorHL-GJ,output|EnvFABsemntHL-GJ,output|EnvFloorHL-GJ,output|EnvPonyWallHL-GJ,output|EnvSlabHL-GJ,output|EnvTotalHL-GJ,output|EnvWallHL-GJ,output|EnvWinHL-GJ,output|Gross-HeatLoss-GJ,output|HDDs,output|HotWaterElec-GJ,output|HotWaterGas-GJ,output|HotWaterOil-GJ,output|HotWaterProp-GJ,output|HotWaterWood-GJ,output|Infil-VentHeatLoss-GJ,output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|SpcHeatElec-GJ,output|SpcHeatGas-GJ,output|SpcHeatHP-GJ,output|SpcHeatOil-GJ,output|SpcHeatProp-GJ,output|SpcHeatWood-GJ,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Useful-Solar-Gain-GJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 1,2.5,48.28,68.423,0,4.604,0.557,14.632,12.434,223.717,0,0,110.339,13.285,,OTTAWA,ONTARIO,8.72,Attic/hip,7.84,2018-09-27,4.67,3.13,68,E,A-1022,One,Double/Semi-detached,464.1,2.97,37.16,OTTAWA,4.3,0,0,0,1.7,0,0,7.3,0.256,0,0,0,0.256,0,0,0.404,19.04,2018,Zone 6,Electricity,Natural gas,ERS-3049.H2K,sim-112.choices,project.json,General,HTAP-work-11,112,HTAP-sim-112,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SOnly_zone6,NA,NBC-gas-furnace,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,ONTARIO,{},13.6,27.2,0.0,-25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,28.1,0,25.6,70.7,0.8,11852.3,752.0,0.0,0.0,0.0,1.6,12.3,8.4,0.0,2.9,0.0,3.1,2.5,1.2,0.0,0.0,55.1,17.0,8.6,55.1,4500,16.1,0.0,0.0,0.0,0.0,12.3,2.0,184.0,1,2775.6,6207.2,0.1,28.0,0.0,0.0,0.0,0.0,111.2,0.0,6.0,1883.32,590.75,2474.07,0.0,0.0,0.0,2474.07,0.0,true,1,1,2.0028757,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,2.5,43.26,64.4,0,2.859,0.65,16.374,14.791,220.54,0,0,106.508,15.608,,TORONTO,ONTARIO,7.12,Attic/gable,9.04,2018-09-27,4.67,3.51,155.0,SW,A-1019,Two,Double/Semi-detached,411.5,2.97,35.87,TORONTO,0,0,9.8,1.9,0,0,4.0,0,0,0,0.356,0.4,0,0,0.4,0,27.19,2018,Zone 5,Natural gas,Natural gas,ERS-3060.H2K,sim-113.choices,project.json,General,HTAP-work-12,113,HTAP-sim-113,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone5_HRV,NBC_Ceiling_zone5_HRV,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_gas,none,NBC-zone5-Doorwindow,NBC-zone5-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone5_HRV,NBC_SOnly_zone5,NA,NBC-gas-furnace,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone5-window,,,NA,ONTARIO,{},12.8,23.7,0.0,-20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,25.1,0,25.6,70.2,0.8,7375.7,1171.5,0.0,0.0,0.0,2.2,8.7,8.9,0.0,2.9,0.0,1.8,2.1,1.2,0.0,0.0,51.4,14.7,10.9,51.4,3520,0.0,18.6,0.0,0.0,0.0,8.7,1.93,79.8,1,2771.6,5377.2,0.1,25.0,0.0,0.0,0.0,0.0,42.4,0.0,5.2,1270.04,687.59,1957.63,0.0,0.0,0.0,1957.63,0.0,true,1,1,1.9278601000000002,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,2.5,58.2,85.09,0,2.735,1.053,20.114,12.576,261.563,0,0,124.527,16.521,,TORONTO,ONTARIO,6.69,Attic/hip,12.72,2018-09-27,4.67,4.31,208.2,S,A-1011,Two,Double/Semi-detached,548.3,2.97,41.94,TORONTO,0,11.1,0,0,5.4,0,0,0,0,0.4,0,0,0.4,0,0,0,23.5,2018,Zone 5,Electricity,Natural gas,ERS-3082.H2K,sim-114.choices,project.json,General,HTAP-work-13,114,HTAP-sim-114,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone5_HRV,NBC_Ceiling_zone5_HRV,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone5-Doorwindow,NBC-zone5-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone5_HRV,NBC_SOnly_zone5,NA,NBC-gas-furnace,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone5-window,,,NA,ONTARIO,{},12.8,26.4,0.0,-20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,27.9,0,25.6,69.6,0.6,11591.8,747.3,0.0,0.0,0.0,1.6,10.8,9.2,0.0,4.1,0.0,2.1,2.9,1.5,0.0,0.0,55.5,16.7,9.4,55.5,3520,15.4,0.0,0.0,0.0,0.0,10.8,2.1,58.6,1,2370.8,5916.6,0.1,27.8,0.0,0.0,0.0,0.0,35.2,0.0,6.7,1847.64,589.66,2437.3,0.0,0.0,0.0,2437.3,0.0,true,1,1,2.1048982,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,2.5,0,120.532,0,5.583,2.075,37.812,6.473,395.112,70.79,0,188.827,35.885,,MONTREAL,QUEBEC,6.86,Attic/gable,17.57,2018-09-27,4.67,8.1,187.4,E,A-1051,Two,Rowhouse-endunit,588.6,2.97,63.6,MONTREAL,11.2,3.1,0,0,0,0,0,21.6,0.432,0.401,0,0,0,0,0,0.433,62.09,2018,Zone 6,Natural gas,Electric,ERS-3137.H2K,sim-115.choices,project.json,General,HTAP-work-14,115,HTAP-sim-115,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_gas,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SOnly_zone6,NA,NBC-elec-heat,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,QUEBEC,{},13.6,53.3,2.3,-23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,23.5,15.5,0,25.6,67.7,0.7,12276.0,630.4,0.0,0.0,0.0,0.0,18.2,0.0,0.0,6.8,0.0,2.5,0.0,3.2,0.0,12.3,95.8,25.7,27.1,95.8,4200,0.0,23.5,0.0,0.0,0.0,18.2,1.38,61.9,1,5641.3,10658.6,15.5,0.0,13.3,0.0,0.0,0.0,79.0,5.4,16.5,1070.88,502.71,1573.58,0.0,0.0,0.0,1573.58,0.0,true,1,1,1.3803986,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,2.5,0,91.043,0,4.209,0.557,41.25,5.789,278.751,41.24,0,113.935,22.524,,CALGARY,ALBERTA,6.99,Scissor,13.02,2018-09-27,5.02,8.22,203.7,W,A-1052,Three,Rowhouse-endunit,547.5,2.91,39.16,CALGARY,0,0,0,0,15.0,0,0,7.5,0,0,0,0,0.362,0,0,0.305,27.57,2018,Zone 7a,Natural gas,Natural gas,ERS-3142.H2K,sim-116.choices,project.json,General,HTAP-work-15,116,HTAP-sim-116,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone7A_HRV,NBC_Ceiling_zone7A_HRV,NBC-Baseloads,NBC_CathCeiling_RSI5.02,NA,H2KCodeLibFile,NBC-HotWater_gas,none,NBC-zone7A-Doorwindow,NBC-zone7A-door,NBC_936_5.02RSI,NBC_FlatCeiling_RSI5.02,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone7A_HRV,NBC_SOnly_zone7A_HRV,NA,NBC-gas-furnace,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone7A-window,,,NA,ALBERTA,{},14.3,37.0,0.0,-30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,38.4,0,25.6,90.6,8.4,9640.6,1499.7,0.0,0.0,0.0,0.0,26.9,0.0,0.0,5.9,0.0,5.7,0.0,3.8,0.0,5.2,82.0,19.7,14.7,82.0,5000,0.0,18.2,0.0,0.0,0.0,26.9,2.08,88.5,1,2957.2,8489.3,0.7,37.7,0.0,0.0,0.0,0.0,50.5,0.0,19.4,1059.34,668.88,1728.21,0.0,0.0,0.0,1728.21,0.0,true,1,1,2.0787768,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,2.5,0,99.314,0,4.558,0.836,40.877,9.197,347.847,52.73,0,157.781,36.12,,CALGARY,ALBERTA,7.0,Attic/gable,14.18,2018-09-27,5.02,8.14,216.4,NW,A-1053,Three,Rowhouse-endunit,602.0,2.91,54.23,CALGARY,0,0,0,16.3,0,12.6,7.2,0,0,0,0,0.457,0,0.45,0.368,0,58.58,2017,Zone 7a,Natural gas,Natural gas,ERS-3144.H2K,sim-117.choices,project.json,General,HTAP-work-16,117,HTAP-sim-117,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone7A_HRV,NBC_Ceiling_zone7A_HRV,NBC-Baseloads,NBC_CathCeiling_RSI5.02,NA,H2KCodeLibFile,NBC-HotWater_gas,none,NBC-zone7A-Doorwindow,NBC-zone7A-door,NBC_936_5.02RSI,NBC_FlatCeiling_RSI5.02,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone7A_HRV,NBC_SOnly_zone7A_HRV,NA,NBC-gas-furnace,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone7A-window,,,NA,ALBERTA,{},14.3,48.5,0.0,-30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,49.9,0,25.4,90.9,0.8,7324.2,1732.3,0.0,0.0,0.0,0.0,21.1,0.0,0.0,6.3,0.0,2.3,0.0,3.6,0.0,8.8,97.5,26.1,29.3,97.5,5000,0.0,14.8,0.0,0.0,0.0,21.1,2.22,84.1,1,4740.9,11676.8,0.2,49.7,0.0,0.0,0.0,0.0,62.2,0.0,24.3,723.26,1077.72,1800.97,0.0,0.0,0.0,1800.97,0.0,true,1,1,2.2171694,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,2.5,0,66.026,0,3.835,0.619,39.832,2.299,215.163,20.53,0,81.831,21.339,,CALGARY,ALBERTA,6.55,Cathedral,10.07,2018-09-27,5.02,7.93,133.2,N,A-1052,Three,Rowhouse-endunit,397.3,2.91,28.13,CALGARY,0,0,0,0,13.7,0,0,7.7,0,0,0,0,0.353,0,0,0.309,32.83,2018,Zone 7a,Natural gas,Natural gas,ERS-3152.H2K,sim-118.choices,project.json,General,HTAP-work-17,118,HTAP-sim-118,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone7A_HRV,NBC_Ceiling_zone7A_HRV,NBC-Baseloads,NBC_CathCeiling_RSI5.02,NA,H2KCodeLibFile,NBC-HotWater_gas,none,NBC-zone7A-Doorwindow,NBC-zone7A-door,NBC_936_5.02RSI,NBC_FlatCeiling_RSI5.02,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone7A_HRV,NBC_SOnly_zone7A_HRV,NA,NBC-gas-furnace,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone7A-window,,,NA,ALBERTA,{},14.6,18.2,0.0,-30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,25.4,0,25.6,76.9,1.0,7494.1,1341.8,0.0,0.0,0.0,0.0,15.9,0.0,0.0,4.6,0.0,4.9,0.0,3.6,0.0,1.7,60.4,13.2,16.4,60.4,5000,0.0,24.9,0.0,0.0,0.0,15.9,2.35,107.0,1,3228.6,7711.3,0.3,25.0,0.0,0.0,0.0,0.0,38.0,0.0,15.0,735.19,875.71,1610.9,0.0,0.0,0.0,1610.9,0.0,true,1,1,2.3516206,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,2.5,0,91.043,0,4.209,0.557,41.25,5.789,278.751,41.24,0,113.935,22.524,,CALGARY,ALBERTA,6.99,Scissor,13.02,2018-09-27,5.02,8.22,203.7,W,A-1052,Three,Rowhouse-endunit,547.5,2.91,39.16,CALGARY,7.5,0,0,0,15.0,0,0,0,0.305,0,0,0,0.362,0,0,0,27.57,2018,Zone 7a,Natural gas,Natural gas,ERS-3154.H2K,sim-119.choices,project.json,General,HTAP-work-18,119,HTAP-sim-119,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone7A_HRV,NBC_Ceiling_zone7A_HRV,NBC-Baseloads,NBC_CathCeiling_RSI5.02,NA,H2KCodeLibFile,NBC-HotWater_gas,none,NBC-zone7A-Doorwindow,NBC-zone7A-door,NBC_936_5.02RSI,NBC_FlatCeiling_RSI5.02,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone7A_HRV,NBC_SOnly_zone7A_HRV,NA,NBC-gas-furnace,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone7A-window,,,NA,ALBERTA,{},14.3,40.9,0.0,-30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,42.4,0,25.6,94.3,8.4,9661.3,1597.4,0.0,0.0,0.0,0.0,31.0,0.0,0.0,5.9,0.0,5.7,0.0,3.8,0.0,5.2,86.1,19.7,14.7,86.1,5000,0.0,17.8,0.0,0.0,0.0,31.0,2.01,93.6,1,2957.2,9146.0,0.8,41.7,0.0,0.0,0.0,0.0,55.8,0.0,19.9,1061.35,701.29,1762.63,0.0,0.0,0.0,1762.63,0.0,true,1,1,2.0070995999999997,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,2.5,0,74.804,0,3.835,0.619,23.569,1.301,221.161,37.49,0,94.567,23.086,,CALGARY,ALBERTA,6.71,Cathedral,11.14,2018-09-27,5.02,4.69,154.7,N,A-1052,Three,Rowhouse-endunit,398.1,2.91,32.5,CALGARY,16.6,0,0,0,0,0,0,6.5,0.359,0,0,0,0,0,0,0.318,35.44,2018,Zone 7a,Natural gas,Natural gas,ERS-3157.H2K,sim-120.choices,project.json,General,HTAP-work-19,120,HTAP-sim-120,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone7A_HRV,NBC_Ceiling_zone7A_HRV,NBC-Baseloads,NBC_CathCeiling_RSI5.02,NA,H2KCodeLibFile,NBC-HotWater_gas,none,NBC-zone7A-Doorwindow,NBC-zone7A-door,NBC_936_5.02RSI,NBC_FlatCeiling_RSI5.02,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone7A_HRV,NBC_SOnly_zone7A_HRV,NA,NBC-gas-furnace,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone7A-window,,,NA,ALBERTA,{},14.6,27.9,0.0,-30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,28.9,0,25.6,80.0,0.7,7451.5,1428.7,0.0,0.0,0.0,0.0,16.5,0.0,0.0,4.9,0.0,4.9,0.0,2.1,0.0,3.2,64.4,15.0,17.8,64.4,5000,0.0,24.9,0.0,0.0,0.0,16.5,2.1,97.7,1,3302.2,7995.5,0.5,28.3,0.0,0.0,0.0,0.0,50.0,0.0,9.9,732.2,920.46,1652.65,0.0,0.0,0.0,1652.65,0.0,true,1,1,2.103384,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,2.5,73.11,110.37,0,3.51,0.0,28.73,17.775,384.808,0,0,198.723,25.7,,MONTREAL,QUEBEC,9.33,Attic/hip,11.83,2018-09-27,4.67,6.15,263.6,NE,A-1057,Two,SingleDetached,724.2,2.97,66.93,MONTREAL,0,0,5.9,5.4,0,5.2,9.2,0,0,0,0.411,0.404,0,0.418,0.418,0,36.6,2017,Zone 6,Natural gas,Natural gas,ERS-3188.H2K,sim-121.choices,project.json,General,HTAP-work-0,121,HTAP-sim-121,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_gas,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SOnly_zone6,NA,NBC-gas-furnace,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,QUEBEC,{},13.6,52.9,0.0,-23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,54.9,0,25.6,95.3,0.6,7346.4,1849.8,0.0,0.0,0.0,2.3,17.4,14.2,1.3,4.2,0.0,1.6,6.8,2.4,0.0,0.0,86.9,27.7,15.8,86.9,4200,0.0,14.3,0.0,0.0,0.0,17.4,2.1,73.5,1,4189.2,9900.6,0.2,54.6,0.0,0.0,0.0,0.0,55.7,0.0,12.0,724.82,1138.65,1863.47,0.0,0.0,0.0,1863.47,0.0,true,1,1,2.0972773,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
