analysis_BCStepCode|TEDI_compliance,archetype|Archetype-ACH,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-City,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-RSI,archetype|Ceiling-Type,archetype|Ceiling-UAValue,archetype|EvaluationDate,archetype|ExposedFloor-RSI,archetype|ExposedFloor-UAValue,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Wall-RSI,archetype|Wall-UAValue,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|Window-UAValue,archetype|Year-Built,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,configuration|version,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-FlatCeilings,cost-estimates|byAttribute|Opt-CathCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-Windows,cost-estimates|byAttribute|Opt-DWHR,cost-estimates|byAttribute|Opt-AboveGradeWall,cost-estimates|byAttribute|Opt-Heating-Cooling,cost-estimates|byAttribute|Opt-VentSystem,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AboveGradeWall,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHR,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-H2K-PV,input|Opt-H2KFoundation,input|Opt-H2KFoundationSlabCrawl,input|Opt-HRVspec,input|Opt-Heating-Cooling,input|Opt-Location,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-VentSystem,input|Opt-WindowDistribution,input|Opt-Windows,input|Ruleset-Fuel-Source,input|Ruleset-Ventilation,input|Run-Locale,input|Run-Region,input|upgrade-package-list,output|AnnDHWLoad-GJ,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|DesignTemp-Heating-oC,output|ERS-Value,output|ERSRefHouse_Energy-CoolingGJ,output|ERSRefHouse_Energy-DHWGJ,output|ERSRefHouse_Energy-HeatingGJ,output|ERSRefHouse_Energy-Total-GJ,output|ERSRefHouse_Energy-VentGJ,output|ESRefHouse_Energy-PlugGJ,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|EnvAGBsemntHL-GJ,output|EnvAirLkVntHL-GJ,output|EnvBGBsemntHL-GJ,output|EnvBsemntFHHL-GJ,output|EnvCeilHL-GJ,output|EnvCrawlHL-GJ,output|EnvDoorHL-GJ,output|EnvFABsemntHL-GJ,output|EnvFloorHL-GJ,output|EnvPonyWallHL-GJ,output|EnvSlabHL-GJ,output|EnvTotalHL-GJ,output|EnvWallHL-GJ,output|EnvWinHL-GJ,output|Gross-HeatLoss-GJ,output|HDDs,output|HotWaterElec-GJ,output|HotWaterGas-GJ,output|HotWaterOil-GJ,output|HotWaterProp-GJ,output|HotWaterWood-GJ,output|Infil-VentHeatLoss-GJ,output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|SpcHeatElec-GJ,output|SpcHeatGas-GJ,output|SpcHeatHP-GJ,output|SpcHeatOil-GJ,output|SpcHeatProp-GJ,output|SpcHeatWood-GJ,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Useful-Solar-Gain-GJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 1,2.5,73.21,78.782,0,2.952,2.312,0,22.668,286.861,0,0,155.035,27.424,,MONCTON,NEW BRUNSWICK,9.22,Attic/hip,8.54,2018-09-27,0,0,230.8,NE,NB-1001,Two,SingleDetached,612.9,2.97,52.21,MONCTON,0,0,12.3,4.2,0,0,10.9,0,0,0,0.593,0.507,0,0,0.567,0,54.35,2018,Zone 6,Electricity,electricity,ERS-1558.H2K,sim-47.choices,project.json,General,HTAP-work-6,47,HTAP-sim-47,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SOnly_zone6,NA,NBC-CCASHP,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,NEW BRUNSWICK,{},13.9,54.8,4.2,-23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,16.1,21.9,0,25.6,67.6,1.0,18765.0,0.0,0.0,0.0,0.0,2.6,20.6,12.7,1.7,3.7,0.0,1.3,10.1,0.0,7.7,0.0,102.6,25.6,26.8,102.6,4680,16.1,0.0,0.0,0.0,0.0,20.6,1.36,49.9,1,4795.1,9917.0,21.9,0.0,12.0,0.0,0.0,0.0,65.9,12.5,21.1,2356.39,0.0,2356.39,0.0,0.0,0.0,2356.39,0.0,true,1,1,1.3562977,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,2.5,56.02,60.759,0,1.347,0.511,0,14.121,188.717,0,0,96.236,16.254,,MONCTON,NEW BRUNSWICK,9.23,Attic/gable,6.59,2018-09-27,0,0,177.5,NW,NB-1004,Two,Double/Semi-detached,462.7,2.97,32.41,MONCTON,0,0,0,7.0,0,5.7,3.5,0,0,0,0,0.586,0,0.515,0.512,0,32.91,2018,Zone 6,Electricity,electricity,ERS-1562.H2K,sim-48.choices,project.json,General,HTAP-work-7,48,HTAP-sim-48,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SOnly_zone6,NA,NBC-CCASHP,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,NEW BRUNSWICK,{},13.9,29.6,3.1,-23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,15.5,13.4,0,25.6,59.8,1.1,16624.9,0.0,0.0,0.0,0.0,5.8,15.0,9.9,0.5,2.9,0.0,0.6,7.9,0.0,0.0,0.0,67.0,16.0,16.4,67.0,4680,15.5,0.0,0.0,0.0,0.0,15.0,1.32,52.3,1,3432.8,6523.0,13.4,0.0,8.3,0.0,0.0,0.0,46.4,13.1,13.1,2118.19,0.0,2118.19,0.0,0.0,0.0,2118.19,0.0,true,1,1,1.3166565000000001,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,2.5,56.02,60.759,0,1.347,0.511,0,14.121,188.717,0,0,96.236,16.254,,MONCTON,NEW BRUNSWICK,9.23,Attic/gable,6.59,2018-09-27,0,0,177.5,NW,NB-1004,Two,Double/Semi-detached,462.7,2.97,32.41,MONCTON,0,0,3.5,7.0,0,5.7,0,0,0,0,0.512,0.586,0,0.515,0,0,32.91,2018,Zone 6,Electricity,electricity,ERS-1563.H2K,sim-49.choices,project.json,General,HTAP-work-8,49,HTAP-sim-49,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SOnly_zone6,NA,NBC-CCASHP,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,NEW BRUNSWICK,{},13.9,31.4,3.1,-23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,15.5,14.2,0,25.6,60.4,1.1,16772.2,0.0,0.0,0.0,0.0,5.8,15.0,9.9,0.5,2.9,0.0,0.6,8.1,0.0,0.0,0.0,67.0,16.0,16.4,67.0,4680,15.5,0.0,0.0,0.0,0.0,15.0,1.26,53.2,1,3223.6,6523.0,14.2,0.0,8.6,0.0,0.0,0.0,49.1,12.3,11.3,2134.59,0.0,2134.59,0.0,0.0,0.0,2134.59,0.0,true,1,1,1.2637809,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,2.5,0,91.417,0,6.377,1.241,0,0,175.323,91.42,0,67.607,9.923,,GREENWOOD,NOVA SCOTIA,9.22,Attic/hip,9.91,2018-09-27,0,0,91.4,E,H0000,One,Double/Semi-detached,225.7,2.97,22.77,GREENWOOD,2.9,2.9,0,0,4.1,0,0,0,0.451,0.483,0,0,0.449,0,0,0,16.5,2016,Zone 6,Electricity,Electric,ERS-1572.H2K,sim-50.choices,project.json,General,HTAP-work-9,50,HTAP-sim-50,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SOnly_zone6,NA,NBC-elec-heat,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,NOVA SCOTIA,{},13.2,10.7,0.0,-20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,10.7,0,25.6,53.1,1.4,14753.6,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,3.4,0.0,2.3,0.0,0.0,0.0,11.2,38.9,8.7,6.9,38.9,4140,15.4,0.0,0.0,0.0,0.0,6.4,0.97,83.6,1,2164.2,3379.1,10.7,0.0,0.0,0.0,0.0,0.0,32.6,0.0,5.9,1244.8,0.0,1244.8,0.0,0.0,0.0,1244.8,0.0,true,1,1,0.9707967000000001,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,2.5,0,91.417,0,6.377,1.241,0,0,175.323,91.42,0,67.607,9.923,,GREENWOOD,NOVA SCOTIA,9.22,Attic/hip,9.91,2018-09-27,0,0,91.4,E,H0000,One,Double/Semi-detached,225.7,2.97,22.77,GREENWOOD,0.6,2.9,0,0,4.1,0,0,2.3,0.574,0.523,0,0,0.498,0,0,0.464,20.66,2016,Zone 6,Electricity,Electric,ERS-1573.H2K,sim-51.choices,project.json,General,HTAP-work-10,51,HTAP-sim-51,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SOnly_zone6,NA,NBC-elec-heat,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,NOVA SCOTIA,{},13.2,11.6,0.0,-20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,11.6,0,25.6,54.0,1.4,15004.6,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,3.4,0.0,2.3,0.0,0.0,0.0,11.2,40.7,8.7,8.6,40.7,4140,15.4,0.0,0.0,0.0,0.0,6.4,0.93,86.3,1,2274.8,3553.9,11.6,0.0,0.0,0.0,0.0,0.0,35.4,0.0,6.5,1262.43,0.0,1262.43,0.0,0.0,0.0,1262.43,0.0,true,1,1,0.9343008,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,2.5,124.44,162.003,0,4.021,1.497,2.601,24.944,437.299,0,0,194.357,49.373,,HALIFAX,NOVA SCOTIA,9.08,Attic/gable,17.83,2018-09-27,4.67,0.56,410.2,N,NS-1000,Two,SingleDetached,1113.2,2.97,65.46,HALIFAX,0.6,8.7,0,0,34.7,0,0,5.4,0.432,0.495,0,0,0.545,0,0,0.478,101.06,2018,Zone 6,Electricity,Electric,ERS-1575.H2K,sim-52.choices,project.json,General,HTAP-work-11,52,HTAP-sim-52,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SOnly_zone6,NA,NBC-CCASHP,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,NOVA SCOTIA,{},13.9,78.9,2.8,-16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,16.0,40.6,0,25.6,91.8,2.2,25504.2,0.0,0.0,0.0,0.0,1.7,36.7,21.9,0.0,6.4,0.0,1.6,7.0,0.2,6.9,0.0,152.1,30.2,46.4,152.1,4000,16.0,0.0,0.0,0.0,0.0,36.7,1.09,42.7,1,6112.9,12754.0,40.6,0.0,23.3,0.0,0.0,0.0,53.4,14.2,46.9,2640.91,0.0,2640.91,0.0,0.0,0.0,2640.91,0.0,true,1,1,1.0948845,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,2.5,134.3,142.182,0,4.947,0.627,0,16.773,305.955,0,0,119.502,22.552,,HALIFAX,NOVA SCOTIA,9.08,Attic/gable,15.66,2018-09-27,0,0,275.2,SW,NS-1000,One,SingleDetached,727.3,2.97,40.25,HALIFAX,0.6,6.2,0,0,13.5,0,0,2.3,0.432,0.531,0,0,0.553,0,0,0.494,45.86,2018,Zone 6,Electricity,electricity,ERS-1576.H2K,sim-53.choices,project.json,General,HTAP-work-12,53,HTAP-sim-53,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SOnly_zone6,NA,NBC-CCASHP,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,NOVA SCOTIA,{},16.4,57.5,3.4,-16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,18.5,29.1,0,31.5,84.1,2.2,23373.9,0.0,0.0,0.0,0.0,1.6,24.0,25.9,0.0,5.6,0.0,2.0,8.0,0.0,5.6,0.0,104.4,18.6,21.1,104.4,4000,18.5,0.0,0.0,0.0,0.0,24.0,1.0,52.1,1,2771.3,8181.5,29.1,0.0,15.2,0.0,0.0,0.0,58.1,7.2,19.5,2424.47,0.0,2424.47,0.0,0.0,0.0,2424.47,0.0,true,1,1,1.0002685999999998,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,2.5,0,93.247,0,3.466,0.25,0,0,179.684,93.25,0,71.727,11.243,,TRURO,NOVA SCOTIA,9.21,Attic/gable,10.13,2018-09-27,0,0,64.9,NE,NS-1002,One,Double/Semi-detached,227.4,2.97,24.16,TRURO,0,0,2.7,2.3,0,0,6.2,0,0,0,0.561,0.562,0,0,0.563,0,22.58,2016,Zone 6,Electricity,electricity,ERS-1582.H2K,sim-54.choices,project.json,General,HTAP-work-13,54,HTAP-sim-54,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SOnly_zone6,NA,NBC-CCASHP,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,NOVA SCOTIA,{},14.3,10.8,3.2,-20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,16.0,4.6,0,25.6,50.2,1.0,13938.9,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,3.9,0.0,1.4,0.0,0.0,0.0,7.4,37.7,9.8,10.0,37.7,4500,16.0,0.0,0.0,0.0,0.0,5.1,0.92,102.9,1,2003.5,3567.7,4.6,0.0,4.2,0.0,0.0,0.0,46.2,9.7,5.6,1187.61,0.0,1187.61,0.0,0.0,0.0,1187.61,0.0,true,1,1,0.9234956,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,2.5,0,93.247,0,3.205,0.511,0,0,179.684,93.25,0,72.811,10.421,,TRURO,NOVA SCOTIA,10.96,Attic/gable,8.51,2018-09-27,0,0,64.9,E,NS-1002,One,Double/Semi-detached,227.4,2.97,24.52,TRURO,3.0,2.5,0,0,0,0,0,5.0,0.565,0.567,0,0,0,0,0,0.544,21.02,2016,Zone 6,Electricity,electricity,ERS-1584.H2K,sim-55.choices,project.json,General,HTAP-work-14,55,HTAP-sim-55,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SOnly_zone6,NA,NBC-CCASHP,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,NOVA SCOTIA,{},14.3,10.9,3.2,-20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,16.0,4.6,0,25.6,50.3,1.0,13972.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,3.3,0.0,1.2,0.0,0.0,0.0,7.5,36.6,10.0,9.3,36.6,4500,16.0,0.0,0.0,0.0,0.0,5.2,1.0,103.2,1,1890.4,3444.6,4.6,0.0,4.2,0.0,0.0,0.0,46.5,10.1,4.6,1189.94,0.0,1189.94,0.0,0.0,0.0,1189.94,0.0,true,1,1,0.9987088,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,2.5,0,186.983,0,3.608,1.347,0,0,324.234,186.98,0,121.318,12.325,,GREENWOOD,NOVA SCOTIA,11.66,Attic/gable,16.03,2018-09-27,0,0,187.0,E,H0000,One,SingleDetached,455.9,2.97,40.86,GREENWOOD,0,0,2.0,2.5,0,5.6,2.3,0,0,0,0.495,0.508,0,0.507,0.469,0,25.73,2016,Zone 6,Electricity,Electric,ERS-1586.H2K,sim-56.choices,project.json,General,HTAP-work-15,56,HTAP-sim-56,Details in JSON output,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,Opt-DBFiles=>H2KCodeLibFile;,true,ACH_NBC,NBC_Wall_zone6_HRV,NBC_Ceiling_zone6,NBC-Baseloads,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,none,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,{},{},{},{},rates2016,NA,NBC_BCIN_zone6_HRV,NBC_SOnly_zone6,NA,NBC-elec-heat,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,NBC_HRV,Reference-9.36,NBC-zone6-window,,,NA,NOVA SCOTIA,{},13.2,23.7,0.0,-20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,23.7,0,25.6,65.1,1.0,18089.1,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,5.6,0.0,1.3,0.0,0.0,0.0,16.8,57.9,15.7,10.7,57.9,4140,14.9,0.0,0.0,0.0,0.0,7.7,0.97,58.7,1,2790.1,5339.2,23.7,0.0,0.0,0.0,0.0,0.0,35.1,0.0,9.8,1478.95,0.0,1478.95,0.0,0.0,0.0,1478.95,0.0,true,1,1,0.9707219,1e364e974bcc9a8b78b228ed8d68c421,1e364e974bcc9a8b78b228ed8d68c421,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
